Round,Date,Team 1,FT,Team 2
15,Tue Oct 23 2001,Chesterfield FC,1-2,Stoke City FC
15,Tue Oct 23 2001,Bristol City FC,1-0,AFC Bournemouth
15,Tue Oct 23 2001,Northampton Town FC,0-3,Huddersfield Town AFC
15,Wed Oct 24 2001,Swindon Town FC,2-0,Cambridge United FC
15,Wed Oct 24 2001,Port Vale FC,0-2,Cardiff City FC
16,Sat Oct 27 2001,Wycombe Wanderers FC,1-1,Swindon Town FC
16,Sat Oct 27 2001,Wigan Athletic FC,0-1,Port Vale FC
16,Sat Oct 27 2001,Stoke City FC,1-0,Bristol City FC
16,Sat Oct 27 2001,Reading FC,1-2,Brentford FC
16,Sat Oct 27 2001,Queens Park Rangers FC,1-1,Oldham Athletic AFC
16,Sat Oct 27 2001,Huddersfield Town AFC,5-1,Wrexham AFC
16,Sat Oct 27 2001,Cardiff City FC,1-1,Tranmere Rovers FC
16,Sat Oct 27 2001,Cambridge United FC,3-3,Northampton Town FC
16,Sat Oct 27 2001,Bury FC,2-0,Peterborough United FC
16,Sat Oct 27 2001,Brighton & Hove Albion FC,1-0,Colchester United FC
16,Sat Oct 27 2001,AFC Bournemouth,4-2,Notts County FC
16,Sat Oct 27 2001,Blackpool FC,1-0,Chesterfield FC
17,Sat Nov 3 2001,Brentford FC,2-0,Blackpool FC
17,Sat Nov 3 2001,Swindon Town FC,0-3,Stoke City FC
17,Sat Nov 3 2001,Port Vale FC,1-0,Bury FC
17,Sat Nov 3 2001,Peterborough United FC,0-2,Wigan Athletic FC
17,Sat Nov 3 2001,Oldham Athletic AFC,1-1,Huddersfield Town AFC
17,Sat Nov 3 2001,Notts County FC,0-2,Queens Park Rangers FC
17,Sat Nov 3 2001,Northampton Town FC,0-2,Reading FC
17,Sat Nov 3 2001,Colchester United FC,1-2,AFC Bournemouth
17,Sat Nov 3 2001,Chesterfield FC,2-0,Cambridge United FC
17,Sat Nov 3 2001,Bristol City FC,0-1,Brighton & Hove Albion FC
17,Sat Nov 3 2001,Tranmere Rovers FC,1-1,Wycombe Wanderers FC
17,Sun Nov 4 2001,Wrexham AFC,1-3,Cardiff City FC
4,Tue Nov 6 2001,Reading FC,2-0,Wrexham AFC
5,Tue Nov 6 2001,Blackpool FC,2-2,Stoke City FC
12,Wed Nov 7 2001,Bury FC,3-0,Cardiff City FC
18,Fri Nov 9 2001,Wigan Athletic FC,2-3,Colchester United FC
18,Fri Nov 9 2001,Huddersfield Town AFC,2-2,Notts County FC
18,Sat Nov 10 2001,Stoke City FC,3-2,Brentford FC
18,Sat Nov 10 2001,Wycombe Wanderers FC,3-0,Peterborough United FC
18,Sat Nov 10 2001,Reading FC,3-2,Bristol City FC
18,Sat Nov 10 2001,Queens Park Rangers FC,1-2,Tranmere Rovers FC
18,Sat Nov 10 2001,Cardiff City FC,2-1,Chesterfield FC
18,Sat Nov 10 2001,Cambridge United FC,1-1,Oldham Athletic AFC
18,Sat Nov 10 2001,Blackpool FC,1-0,Swindon Town FC
18,Sat Nov 10 2001,AFC Bournemouth,3-0,Wrexham AFC
18,Sat Nov 10 2001,Brighton & Hove Albion FC,1-0,Port Vale FC
18,Sun Nov 11 2001,Bury FC,2-1,Northampton Town FC
12,Tue Nov 13 2001,Wigan Athletic FC,6-1,Stoke City FC
19,Tue Nov 20 2001,Blackpool FC,0-0,Notts County FC
19,Tue Nov 20 2001,Wigan Athletic FC,1-1,Chesterfield FC
19,Tue Nov 20 2001,Reading FC,4-1,Tranmere Rovers FC
19,Tue Nov 20 2001,Wycombe Wanderers FC,2-1,Northampton Town FC
19,Tue Nov 20 2001,Cardiff City FC,1-1,Colchester United FC
19,Tue Nov 20 2001,Cambridge United FC,0-2,Wrexham AFC
19,Tue Nov 20 2001,Bury FC,2-2,Bristol City FC
19,Tue Nov 20 2001,AFC Bournemouth,0-0,Port Vale FC
19,Tue Nov 20 2001,Huddersfield Town AFC,1-1,Brentford FC
19,Wed Nov 21 2001,Stoke City FC,0-0,Oldham Athletic AFC
19,Wed Nov 21 2001,Queens Park Rangers FC,4-0,Swindon Town FC
19,Wed Nov 21 2001,Brighton & Hove Albion FC,1-1,Peterborough United FC
20,Sat Nov 24 2001,Port Vale FC,1-1,Huddersfield Town AFC
20,Sat Nov 24 2001,Wrexham AFC,0-1,Stoke City FC
20,Sat Nov 24 2001,Tranmere Rovers FC,6-1,Cambridge United FC
20,Sat Nov 24 2001,Swindon Town FC,1-1,Brighton & Hove Albion FC
20,Sat Nov 24 2001,Brentford FC,0-0,Queens Park Rangers FC
20,Sat Nov 24 2001,Peterborough United FC,1-2,Reading FC
20,Sat Nov 24 2001,Oldham Athletic AFC,2-0,Wycombe Wanderers FC
20,Sat Nov 24 2001,Notts County FC,0-0,Cardiff City FC
20,Sat Nov 24 2001,Northampton Town FC,0-2,Wigan Athletic FC
20,Sat Nov 24 2001,Colchester United FC,0-1,Bury FC
20,Sat Nov 24 2001,Bristol City FC,2-1,Blackpool FC
20,Sat Nov 24 2001,Chesterfield FC,2-1,AFC Bournemouth
12,Tue Nov 27 2001,Swindon Town FC,3-1,Wrexham AFC
21,Sat Dec 1 2001,Queens Park Rangers FC,2-2,Colchester United FC
21,Sat Dec 1 2001,Wrexham AFC,3-2,Northampton Town FC
21,Sat Dec 1 2001,Wigan Athletic FC,1-0,Swindon Town FC
21,Sat Dec 1 2001,AFC Bournemouth,0-2,Tranmere Rovers FC
21,Sat Dec 1 2001,Wycombe Wanderers FC,5-3,Brentford FC
21,Sat Dec 1 2001,Port Vale FC,1-1,Blackpool FC
21,Sat Dec 1 2001,Huddersfield Town AFC,2-1,Cambridge United FC
21,Sat Dec 1 2001,Cardiff City FC,3-1,Oldham Athletic AFC
21,Sat Dec 1 2001,Bury FC,0-2,Brighton & Hove Albion FC
21,Sat Dec 1 2001,Bristol City FC,3-2,Notts County FC
21,Sat Dec 1 2001,Reading FC,0-1,Chesterfield FC
5,Tue Dec 4 2001,Cardiff City FC,3-1,Brentford FC
30,Sat Dec 8 2001,Wrexham AFC,0-2,Bristol City FC
5,Tue Dec 11 2001,Wigan Athletic FC,1-1,Notts County FC
22,Sat Dec 15 2001,Notts County FC,1-2,Bury FC
22,Sat Dec 15 2001,Stoke City FC,5-1,Wycombe Wanderers FC
22,Sat Dec 15 2001,Oldham Athletic AFC,1-1,Wigan Athletic FC
22,Sat Dec 15 2001,Blackpool FC,1-1,Cardiff City FC
22,Sat Dec 15 2001,Northampton Town FC,1-0,AFC Bournemouth
22,Sat Dec 15 2001,Colchester United FC,2-1,Peterborough United FC
22,Sat Dec 15 2001,Chesterfield FC,2-3,Queens Park Rangers FC
22,Sat Dec 15 2001,Cambridge United FC,0-3,Bristol City FC
22,Sat Dec 15 2001,Brentford FC,3-0,Wrexham AFC
22,Sat Dec 15 2001,Tranmere Rovers FC,3-1,Port Vale FC
23,Wed Dec 19 2001,Stoke City FC,1-1,Cardiff City FC
23,Fri Dec 21 2001,Notts County FC,3-1,Swindon Town FC
23,Fri Dec 21 2001,Oldham Athletic AFC,2-0,Port Vale FC
23,Fri Dec 21 2001,Brighton & Hove Albion FC,2-2,Chesterfield FC
23,Fri Dec 21 2001,Brentford FC,3-0,Northampton Town FC
23,Sat Dec 22 2001,Wycombe Wanderers FC,2-0,Cambridge United FC
23,Sat Dec 22 2001,Bury FC,1-1,Blackpool FC
23,Sat Dec 22 2001,Bristol City FC,1-0,Wrexham AFC
23,Sat Dec 22 2001,AFC Bournemouth,1-2,Queens Park Rangers FC
23,Sat Dec 22 2001,Reading FC,1-1,Wigan Athletic FC
23,Sat Dec 22 2001,Colchester United FC,3-3,Huddersfield Town AFC
24,Wed Dec 26 2001,Tranmere Rovers FC,2-2,Stoke City FC
24,Wed Dec 26 2001,Wigan Athletic FC,1-1,Bury FC
24,Wed Dec 26 2001,Wrexham AFC,2-1,Notts County FC
24,Wed Dec 26 2001,Northampton Town FC,2-3,Colchester United FC
24,Wed Dec 26 2001,Cardiff City FC,2-2,Reading FC
24,Wed Dec 26 2001,Queens Park Rangers FC,0-0,Brighton & Hove Albion FC
24,Wed Dec 26 2001,Huddersfield Town AFC,3-1,Peterborough United FC
24,Wed Dec 26 2001,Cambridge United FC,2-1,Brentford FC
24,Wed Dec 26 2001,Blackpool FC,0-2,Oldham Athletic AFC
24,Wed Dec 26 2001,Port Vale FC,1-0,Bristol City FC
24,Wed Dec 26 2001,Swindon Town FC,0-0,AFC Bournemouth
25,Sat Dec 29 2001,Cambridge United FC,0-0,Peterborough United FC
25,Sat Dec 29 2001,Wrexham AFC,0-2,Reading FC
25,Sat Dec 29 2001,Wigan Athletic FC,0-0,AFC Bournemouth
25,Sat Dec 29 2001,Tranmere Rovers FC,1-0,Brentford FC
25,Sat Dec 29 2001,Swindon Town FC,3-1,Bury FC
25,Sat Dec 29 2001,Queens Park Rangers FC,4-3,Wycombe Wanderers FC
25,Sat Dec 29 2001,Blackpool FC,2-2,Brighton & Hove Albion FC
25,Sat Dec 29 2001,Northampton Town FC,0-1,Oldham Athletic AFC
25,Sat Dec 29 2001,Huddersfield Town AFC,0-0,Stoke City FC
25,Sat Dec 29 2001,Chesterfield FC,2-1,Notts County FC
25,Sat Dec 29 2001,Cardiff City FC,1-3,Bristol City FC
25,Sat Dec 29 2001,Port Vale FC,3-1,Colchester United FC
26,Tue Jan 1 2002,Stoke City FC,2-0,Blackpool FC
26,Tue Jan 1 2002,Reading FC,2-0,Port Vale FC
27,Sat Jan 5 2002,Bristol City FC,2-2,Wigan Athletic FC
27,Sat Jan 5 2002,Reading FC,1-0,Queens Park Rangers FC
27,Sat Jan 5 2002,Colchester United FC,2-1,Wrexham AFC
27,Tue Jan 8 2002,Peterborough United FC,3-0,Port Vale FC
28,Sat Jan 12 2002,Tranmere Rovers FC,0-0,Colchester United FC
28,Sat Jan 12 2002,Wigan Athletic FC,3-0,Brighton & Hove Albion FC
28,Sat Jan 12 2002,Wrexham AFC,0-0,Wycombe Wanderers FC
28,Sat Jan 12 2002,Blackpool FC,4-3,AFC Bournemouth
28,Sat Jan 12 2002,Port Vale FC,2-1,Brentford FC
28,Sat Jan 12 2002,Huddersfield Town AFC,0-1,Reading FC
28,Sat Jan 12 2002,Chesterfield FC,4-2,Oldham Athletic AFC
28,Sat Jan 12 2002,Cardiff City FC,0-2,Peterborough United FC
28,Sat Jan 12 2002,Cambridge United FC,0-2,Notts County FC
28,Sat Jan 12 2002,Queens Park Rangers FC,3-0,Bury FC
28,Sun Jan 13 2002,Swindon Town FC,1-2,Bristol City FC
28,Sun Jan 13 2002,Northampton Town FC,1-1,Stoke City FC
27,Tue Jan 15 2002,Bury FC,0-0,Huddersfield Town AFC
27,Wed Jan 16 2002,Oldham Athletic AFC,2-0,Swindon Town FC
29,Sat Jan 19 2002,Peterborough United FC,1-1,Swindon Town FC
29,Sat Jan 19 2002,Stoke City FC,0-1,Queens Park Rangers FC
29,Sat Jan 19 2002,Reading FC,3-0,Blackpool FC
29,Sat Jan 19 2002,Wycombe Wanderers FC,0-1,Cardiff City FC
29,Sat Jan 19 2002,Oldham Athletic AFC,3-1,Wrexham AFC
29,Sat Jan 19 2002,Notts County FC,1-3,Port Vale FC
29,Sat Jan 19 2002,AFC Bournemouth,2-3,Huddersfield Town AFC
29,Sat Jan 19 2002,Bury FC,0-1,Tranmere Rovers FC
29,Sat Jan 19 2002,Bristol City FC,1-3,Northampton Town FC
29,Sat Jan 19 2002,Brighton & Hove Albion FC,4-3,Cambridge United FC
29,Sat Jan 19 2002,Brentford FC,0-1,Wigan Athletic FC
29,Sat Jan 19 2002,Colchester United FC,1-2,Chesterfield FC
30,Mon Jan 21 2002,Chesterfield FC,1-2,Brighton & Hove Albion FC
30,Mon Jan 21 2002,Tranmere Rovers FC,1-0,Peterborough United FC
30,Tue Jan 22 2002,Queens Park Rangers FC,1-1,AFC Bournemouth
30,Tue Jan 22 2002,Swindon Town FC,1-0,Notts County FC
30,Tue Jan 22 2002,Wigan Athletic FC,0-2,Reading FC
30,Tue Jan 22 2002,Port Vale FC,3-2,Oldham Athletic AFC
30,Tue Jan 22 2002,Northampton Town FC,1-0,Brentford FC
30,Tue Jan 22 2002,Huddersfield Town AFC,2-1,Colchester United FC
30,Tue Jan 22 2002,Cambridge United FC,2-0,Wycombe Wanderers FC
30,Tue Jan 22 2002,Cardiff City FC,2-0,Stoke City FC
31,Thu Jan 24 2002,Brentford FC,4-0,Brighton & Hove Albion FC
30,Sat Jan 26 2002,Blackpool FC,0-1,Bury FC
31,Sat Jan 26 2002,Wycombe Wanderers FC,3-0,Notts County FC
31,Sat Jan 26 2002,Huddersfield Town AFC,1-0,Queens Park Rangers FC
31,Sat Jan 26 2002,Stoke City FC,2-2,Wigan Athletic FC
31,Sat Jan 26 2002,Reading FC,3-0,Colchester United FC
31,Sat Jan 26 2002,Wrexham AFC,2-2,Swindon Town FC
31,Sat Jan 26 2002,Oldham Athletic AFC,3-3,AFC Bournemouth
21,Tue Jan 29 2002,Peterborough United FC,1-2,Stoke City FC
26,Tue Jan 29 2002,Bury FC,2-2,Wrexham AFC
27,Tue Jan 29 2002,Notts County FC,0-3,Northampton Town FC
26,Wed Jan 30 2002,Colchester United FC,1-3,Swindon Town FC
32,Thu Jan 31 2002,Brighton & Hove Albion FC,1-0,Cardiff City FC
32,Sat Feb 2 2002,AFC Bournemouth,3-1,Stoke City FC
32,Sat Feb 2 2002,Tranmere Rovers FC,0-0,Chesterfield FC
32,Sat Feb 2 2002,Wigan Athletic FC,0-1,Blackpool FC
32,Sat Feb 2 2002,Queens Park Rangers FC,0-0,Cambridge United FC
32,Sat Feb 2 2002,Port Vale FC,1-1,Wycombe Wanderers FC
32,Sat Feb 2 2002,Peterborough United FC,2-3,Wrexham AFC
32,Sat Feb 2 2002,Notts County FC,0-2,Oldham Athletic AFC
32,Sat Feb 2 2002,Colchester United FC,1-1,Brentford FC
32,Sat Feb 2 2002,Bury FC,1-1,Reading FC
32,Sat Feb 2 2002,Bristol City FC,1-1,Huddersfield Town AFC
32,Sat Feb 2 2002,Swindon Town FC,2-1,Northampton Town FC
22,Tue Feb 5 2002,Swindon Town FC,0-1,Huddersfield Town AFC
26,Tue Feb 5 2002,Peterborough United FC,1-1,Chesterfield FC
26,Tue Feb 5 2002,Bristol City FC,2-0,Queens Park Rangers FC
27,Tue Feb 5 2002,AFC Bournemouth,1-3,Cardiff City FC
27,Tue Feb 5 2002,Brighton & Hove Albion FC,1-0,Tranmere Rovers FC
27,Wed Feb 6 2002,Stoke City FC,5-0,Cambridge United FC
33,Sat Feb 9 2002,Reading FC,2-1,Notts County FC
33,Sat Feb 9 2002,Wrexham AFC,2-0,Wigan Athletic FC
33,Sat Feb 9 2002,Wycombe Wanderers FC,2-1,Bristol City FC
33,Sat Feb 9 2002,Oldham Athletic AFC,2-0,Brighton & Hove Albion FC
33,Sat Feb 9 2002,Northampton Town FC,2-2,Queens Park Rangers FC
33,Sat Feb 9 2002,Huddersfield Town AFC,2-1,Tranmere Rovers FC
33,Sat Feb 9 2002,Chesterfield FC,2-0,Bury FC
33,Sat Feb 9 2002,Cardiff City FC,3-0,Swindon Town FC
33,Sat Feb 9 2002,Cambridge United FC,1-2,Colchester United FC
33,Sat Feb 9 2002,Brentford FC,1-0,AFC Bournemouth
33,Sat Feb 9 2002,Blackpool FC,2-2,Peterborough United FC
33,Sun Feb 10 2002,Stoke City FC,0-1,Port Vale FC
