Matchday,Date,Team 1,FT,Team 2
4,Sat Aug 20 2005,Bristol City FC,4-2,Port Vale FC
4,Sat Aug 20 2005,Brentford FC,2-0,Tranmere Rovers FC
4,Sat Aug 20 2005,Blackpool FC,0-0,Swindon Town FC
4,Sat Aug 20 2005,Southend United FC,1-1,Huddersfield Town AFC
5,Fri Aug 26 2005,Scunthorpe United FC,1-0,Southend United FC
5,Sat Aug 27 2005,Barnsley FC,1-1,Brentford FC
5,Sat Aug 27 2005,Swindon Town FC,4-2,Yeovil Town FC
5,Sat Aug 27 2005,Rotherham United FC,4-0,Blackpool FC
5,Sat Aug 27 2005,Port Vale FC,2-0,Doncaster Rovers FC
5,Sat Aug 27 2005,Walsall FC,2-5,Swansea City FC
5,Sat Aug 27 2005,Gillingham FC,1-3,Nottingham Forest FC
5,Sat Aug 27 2005,Colchester United FC,0-0,Oldham Athletic AFC
5,Sat Aug 27 2005,Chesterfield FC,0-2,Tranmere Rovers FC
5,Sat Aug 27 2005,Bristol City FC,2-2,Milton Keynes Dons FC
5,Sat Aug 27 2005,Bradford City AFC,1-2,AFC Bournemouth
5,Sat Aug 27 2005,Huddersfield Town AFC,2-1,Hartlepool United FC
6,Mon Aug 29 2005,Southend United FC,3-1,Colchester United FC
6,Mon Aug 29 2005,Blackpool FC,1-0,Bradford City AFC
6,Mon Aug 29 2005,Tranmere Rovers FC,1-0,Swindon Town FC
6,Mon Aug 29 2005,Swansea City FC,3-1,Barnsley FC
6,Mon Aug 29 2005,Oldham Athletic AFC,0-1,Rotherham United FC
6,Mon Aug 29 2005,Milton Keynes Dons FC,0-0,Port Vale FC
6,Mon Aug 29 2005,Hartlepool United FC,3-3,Scunthorpe United FC
6,Mon Aug 29 2005,Doncaster Rovers FC,1-2,Huddersfield Town AFC
6,Mon Aug 29 2005,Brentford FC,1-1,Gillingham FC
6,Mon Aug 29 2005,Yeovil Town FC,1-3,Chesterfield FC
6,Mon Aug 29 2005,AFC Bournemouth,0-0,Walsall FC
7,Fri Sep 2 2005,Huddersfield Town AFC,1-4,Scunthorpe United FC
7,Fri Sep 2 2005,AFC Bournemouth,0-0,Tranmere Rovers FC
7,Fri Sep 2 2005,Doncaster Rovers FC,0-1,Blackpool FC
7,Fri Sep 2 2005,Bradford City AFC,2-0,Chesterfield FC
7,Sat Sep 3 2005,Port Vale FC,2-0,Rotherham United FC
7,Sat Sep 3 2005,Hartlepool United FC,0-1,Yeovil Town FC
7,Sat Sep 3 2005,Nottingham Forest FC,1-2,Brentford FC
7,Sat Sep 3 2005,Walsall FC,1-0,Swindon Town FC
7,Sat Sep 3 2005,Bristol City FC,0-0,Colchester United FC
7,Sun Sep 4 2005,Southend United FC,2-1,Oldham Athletic AFC
8,Fri Sep 9 2005,Tranmere Rovers FC,2-2,Bradford City AFC
8,Sat Sep 10 2005,Swansea City FC,7-1,Bristol City FC
8,Sat Sep 10 2005,Blackpool FC,1-2,Hartlepool United FC
8,Sat Sep 10 2005,Brentford FC,1-0,Milton Keynes Dons FC
8,Sat Sep 10 2005,Swindon Town FC,1-2,Southend United FC
8,Sat Sep 10 2005,Yeovil Town FC,2-1,Walsall FC
8,Sat Sep 10 2005,Barnsley FC,2-0,Nottingham Forest FC
8,Sat Sep 10 2005,Chesterfield FC,3-0,AFC Bournemouth
8,Sat Sep 10 2005,Rotherham United FC,3-0,Gillingham FC
8,Sat Sep 10 2005,Oldham Athletic AFC,0-3,Huddersfield Town AFC
8,Sat Sep 10 2005,Colchester United FC,3-2,Doncaster Rovers FC
8,Sat Sep 10 2005,Scunthorpe United FC,2-0,Port Vale FC
7,Tue Sep 13 2005,Milton Keynes Dons FC,1-3,Swansea City FC
7,Tue Sep 13 2005,Gillingham FC,0-3,Barnsley FC
9,Sat Sep 17 2005,Port Vale FC,0-1,Colchester United FC
9,Sat Sep 17 2005,Milton Keynes Dons FC,0-0,Barnsley FC
9,Sat Sep 17 2005,Southend United FC,3-1,Tranmere Rovers FC
9,Sat Sep 17 2005,AFC Bournemouth,2-1,Swindon Town FC
9,Sat Sep 17 2005,Nottingham Forest FC,2-0,Rotherham United FC
9,Sat Sep 17 2005,Walsall FC,2-3,Chesterfield FC
9,Sat Sep 17 2005,Huddersfield Town AFC,3-2,Brentford FC
9,Sat Sep 17 2005,Hartlepool United FC,2-2,Swansea City FC
9,Sat Sep 17 2005,Gillingham FC,0-1,Oldham Athletic AFC
9,Sat Sep 17 2005,Doncaster Rovers FC,3-1,Scunthorpe United FC
9,Sat Sep 17 2005,Bristol City FC,1-1,Blackpool FC
9,Sat Sep 17 2005,Bradford City AFC,1-1,Yeovil Town FC
6,Tue Sep 20 2005,Nottingham Forest FC,3-1,Bristol City FC
10,Sat Sep 24 2005,Rotherham United FC,2-4,Southend United FC
10,Sat Sep 24 2005,Barnsley FC,0-2,Doncaster Rovers FC
10,Sat Sep 24 2005,Swindon Town FC,2-3,Bradford City AFC
10,Sat Sep 24 2005,Swansea City FC,1-1,Nottingham Forest FC
10,Sat Sep 24 2005,Scunthorpe United FC,1-3,Walsall FC
10,Sat Sep 24 2005,Yeovil Town FC,1-0,Port Vale FC
10,Sat Sep 24 2005,Oldham Athletic AFC,1-0,AFC Bournemouth
10,Sat Sep 24 2005,Colchester United FC,1-1,Huddersfield Town AFC
10,Sat Sep 24 2005,Chesterfield FC,3-1,Hartlepool United FC
10,Sat Sep 24 2005,Brentford FC,2-3,Bristol City FC
10,Sat Sep 24 2005,Tranmere Rovers FC,2-2,Gillingham FC
10,Sat Sep 24 2005,Blackpool FC,3-2,Milton Keynes Dons FC
11,Tue Sep 27 2005,Walsall FC,0-0,Brentford FC
11,Tue Sep 27 2005,Southend United FC,4-1,Yeovil Town FC
11,Tue Sep 27 2005,Nottingham Forest FC,1-1,Blackpool FC
11,Tue Sep 27 2005,Milton Keynes Dons FC,1-0,Scunthorpe United FC
11,Tue Sep 27 2005,Huddersfield Town AFC,1-0,Tranmere Rovers FC
11,Tue Sep 27 2005,AFC Bournemouth,0-1,Swansea City FC
11,Tue Sep 27 2005,Gillingham FC,1-0,Chesterfield FC
11,Tue Sep 27 2005,Doncaster Rovers FC,1-0,Swindon Town FC
11,Tue Sep 27 2005,Bristol City FC,3-0,Barnsley FC
11,Tue Sep 27 2005,Bradford City AFC,1-1,Colchester United FC
11,Tue Sep 27 2005,Hartlepool United FC,0-0,Rotherham United FC
11,Wed Sep 28 2005,Port Vale FC,2-2,Oldham Athletic AFC
12,Sat Oct 1 2005,Barnsley FC,4-0,Oldham Athletic AFC
12,Sat Oct 1 2005,Scunthorpe United FC,3-4,Yeovil Town FC
12,Sat Oct 1 2005,Port Vale FC,3-2,Walsall FC
12,Sat Oct 1 2005,Nottingham Forest FC,1-0,Tranmere Rovers FC
12,Sat Oct 1 2005,Milton Keynes Dons FC,3-1,Swindon Town FC
12,Sat Oct 1 2005,Swansea City FC,3-2,Blackpool FC
12,Sat Oct 1 2005,Gillingham FC,1-2,Southend United FC
12,Sat Oct 1 2005,Doncaster Rovers FC,2-2,Bradford City AFC
12,Sat Oct 1 2005,Huddersfield Town AFC,2-2,AFC Bournemouth
12,Sat Oct 1 2005,Bristol City FC,0-1,Hartlepool United FC
12,Sat Oct 1 2005,Brentford FC,2-1,Rotherham United FC
12,Sat Oct 1 2005,Colchester United FC,1-2,Chesterfield FC
13,Fri Oct 7 2005,Tranmere Rovers FC,0-2,Scunthorpe United FC
13,Fri Oct 7 2005,AFC Bournemouth,2-1,Doncaster Rovers FC
13,Sat Oct 8 2005,Yeovil Town FC,1-0,Swansea City FC
13,Sat Oct 8 2005,Walsall FC,1-1,Milton Keynes Dons FC
13,Sat Oct 8 2005,Swindon Town FC,1-2,Port Vale FC
13,Sun Oct 9 2005,Oldham Athletic AFC,0-1,Brentford FC
13,Sun Oct 9 2005,Blackpool FC,1-2,Colchester United FC
13,Sun Oct 9 2005,Southend United FC,1-0,Nottingham Forest FC
13,Mon Oct 10 2005,Bradford City AFC,1-2,Huddersfield Town AFC
14,Sat Oct 15 2005,Brentford FC,0-0,Swindon Town FC
14,Sat Oct 15 2005,Doncaster Rovers FC,2-0,Southend United FC
14,Sat Oct 15 2005,Bristol City FC,1-0,Tranmere Rovers FC
14,Sat Oct 15 2005,Scunthorpe United FC,2-2,Rotherham United FC
14,Sat Oct 15 2005,Swansea City FC,0-0,Oldham Athletic AFC
14,Sat Oct 15 2005,Port Vale FC,0-1,Bradford City AFC
14,Sat Oct 15 2005,Nottingham Forest FC,2-0,Hartlepool United FC
14,Sat Oct 15 2005,Colchester United FC,0-1,AFC Bournemouth
14,Sat Oct 15 2005,Huddersfield Town AFC,3-1,Walsall FC
14,Sat Oct 15 2005,Gillingham FC,0-0,Yeovil Town FC
14,Sat Oct 15 2005,Barnsley FC,2-2,Blackpool FC
14,Sat Oct 15 2005,Milton Keynes Dons FC,0-0,Chesterfield FC
15,Sat Oct 22 2005,Bradford City AFC,1-0,Gillingham FC
15,Sat Oct 22 2005,AFC Bournemouth,1-2,Port Vale FC
15,Sat Oct 22 2005,Chesterfield FC,4-3,Huddersfield Town AFC
15,Sat Oct 22 2005,Yeovil Town FC,3-0,Nottingham Forest FC
15,Sat Oct 22 2005,Walsall FC,1-0,Doncaster Rovers FC
15,Sat Oct 22 2005,Blackpool FC,0-0,Brentford FC
15,Sat Oct 22 2005,Swindon Town FC,1-1,Scunthorpe United FC
15,Sat Oct 22 2005,Southend United FC,1-1,Barnsley FC
15,Sat Oct 22 2005,Rotherham United FC,2-2,Swansea City FC
15,Sat Oct 22 2005,Oldham Athletic AFC,4-3,Bristol City FC
15,Sat Oct 22 2005,Hartlepool United FC,2-1,Milton Keynes Dons FC
15,Sat Oct 22 2005,Tranmere Rovers FC,0-0,Colchester United FC
13,Tue Oct 25 2005,Rotherham United FC,0-1,Barnsley FC
13,Wed Oct 26 2005,Chesterfield FC,3-0,Bristol City FC
16,Sat Oct 29 2005,Barnsley FC,2-1,Walsall FC
16,Sat Oct 29 2005,Milton Keynes Dons FC,1-1,Rotherham United FC
16,Sat Oct 29 2005,Scunthorpe United FC,4-2,Oldham Athletic AFC
16,Sat Oct 29 2005,Port Vale FC,1-2,Hartlepool United FC
16,Sat Oct 29 2005,Nottingham Forest FC,1-0,Bradford City AFC
16,Sat Oct 29 2005,Bristol City FC,0-3,Southend United FC
16,Sat Oct 29 2005,Huddersfield Town AFC,1-1,Swindon Town FC
16,Sat Oct 29 2005,Gillingham FC,2-1,Blackpool FC
16,Sat Oct 29 2005,Doncaster Rovers FC,0-2,Tranmere Rovers FC
16,Sat Oct 29 2005,Colchester United FC,3-2,Yeovil Town FC
16,Sat Oct 29 2005,Swansea City FC,5-1,Chesterfield FC
16,Sat Oct 29 2005,Brentford FC,0-2,AFC Bournemouth
13,Tue Nov 1 2005,Hartlepool United FC,3-1,Gillingham FC
17,Fri Nov 11 2005,Swindon Town FC,2-1,Bristol City FC
17,Sat Nov 12 2005,Rotherham United FC,1-2,Colchester United FC
17,Sat Nov 12 2005,Yeovil Town FC,1-2,Huddersfield Town AFC
17,Sat Nov 12 2005,Tranmere Rovers FC,1-2,Milton Keynes Dons FC
17,Sat Nov 12 2005,Southend United FC,1-2,Swansea City FC
17,Sat Nov 12 2005,AFC Bournemouth,1-1,Nottingham Forest FC
17,Sat Nov 12 2005,Bradford City AFC,0-0,Barnsley FC
17,Sat Nov 12 2005,Walsall FC,2-0,Gillingham FC
17,Sat Nov 12 2005,Hartlepool United FC,1-2,Brentford FC
17,Sat Nov 12 2005,Chesterfield FC,2-0,Port Vale FC
17,Sun Nov 13 2005,Oldham Athletic AFC,0-1,Doncaster Rovers FC
17,Sun Nov 13 2005,Blackpool FC,5-2,Scunthorpe United FC
18,Fri Nov 18 2005,Swansea City FC,2-0,Yeovil Town FC
18,Sat Nov 19 2005,Milton Keynes Dons FC,2-1,Walsall FC
18,Sat Nov 19 2005,Port Vale FC,1-1,Swindon Town FC
18,Sat Nov 19 2005,Nottingham Forest FC,2-0,Southend United FC
18,Sat Nov 19 2005,Barnsley FC,1-1,Rotherham United FC
18,Sat Nov 19 2005,Scunthorpe United FC,1-2,Tranmere Rovers FC
18,Sat Nov 19 2005,Gillingham FC,1-0,Hartlepool United FC
18,Sat Nov 19 2005,Doncaster Rovers FC,4-2,AFC Bournemouth
18,Sat Nov 19 2005,Huddersfield Town AFC,0-0,Bradford City AFC
18,Sat Nov 19 2005,Bristol City FC,2-4,Chesterfield FC
18,Sat Nov 19 2005,Brentford FC,3-3,Oldham Athletic AFC
18,Sat Nov 19 2005,Colchester United FC,3-2,Blackpool FC
19,Sat Nov 26 2005,Yeovil Town FC,0-2,Oldham Athletic AFC
19,Sat Nov 26 2005,Walsall FC,3-1,Rotherham United FC
19,Sat Nov 26 2005,Tranmere Rovers FC,2-2,Swansea City FC
19,Sat Nov 26 2005,Swindon Town FC,0-3,Barnsley FC
19,Sat Nov 26 2005,Scunthorpe United FC,1-3,Brentford FC
19,Sat Nov 26 2005,Port Vale FC,2-1,Southend United FC
19,Sat Nov 26 2005,Huddersfield Town AFC,2-1,Nottingham Forest FC
19,Sat Nov 26 2005,Doncaster Rovers FC,2-0,Bristol City FC
19,Sat Nov 26 2005,Colchester United FC,5-0,Gillingham FC
19,Sat Nov 26 2005,Chesterfield FC,1-1,Blackpool FC
19,Sat Nov 26 2005,Bradford City AFC,0-1,Hartlepool United FC
19,Sat Nov 26 2005,AFC Bournemouth,2-0,Milton Keynes Dons FC
20,Sat Dec 3 2005,Rotherham United FC,0-1,Swindon Town FC
20,Tue Dec 6 2005,Milton Keynes Dons FC,2-2,Huddersfield Town AFC
20,Tue Dec 6 2005,Southend United FC,0-0,Chesterfield FC
20,Tue Dec 6 2005,Oldham Athletic AFC,2-1,Walsall FC
20,Tue Dec 6 2005,Nottingham Forest FC,1-0,Port Vale FC
20,Tue Dec 6 2005,Bristol City FC,0-1,Bradford City AFC
20,Tue Dec 6 2005,Hartlepool United FC,0-1,Colchester United FC
20,Tue Dec 6 2005,Gillingham FC,1-0,Doncaster Rovers FC
20,Tue Dec 6 2005,Brentford FC,3-2,Yeovil Town FC
20,Tue Dec 6 2005,Blackpool FC,1-3,AFC Bournemouth
20,Tue Dec 6 2005,Barnsley FC,2-1,Tranmere Rovers FC
20,Tue Dec 6 2005,Swansea City FC,2-0,Scunthorpe United FC
21,Sat Dec 10 2005,Swansea City FC,1-1,Colchester United FC
21,Sat Dec 10 2005,Southend United FC,1-1,Bradford City AFC
21,Sat Dec 10 2005,Rotherham United FC,1-2,Yeovil Town FC
21,Sat Dec 10 2005,Oldham Athletic AFC,2-2,Swindon Town FC
21,Sat Dec 10 2005,Nottingham Forest FC,1-1,Walsall FC
21,Sat Dec 10 2005,Barnsley FC,5-2,Scunthorpe United FC
21,Sat Dec 10 2005,Hartlepool United FC,2-1,AFC Bournemouth
21,Sat Dec 10 2005,Gillingham FC,3-0,Port Vale FC
21,Sat Dec 10 2005,Milton Keynes Dons FC,2-3,Doncaster Rovers FC
21,Sat Dec 10 2005,Brentford FC,1-1,Chesterfield FC
21,Sat Dec 10 2005,Blackpool FC,1-1,Tranmere Rovers FC
21,Sat Dec 10 2005,Bristol City FC,2-0,Huddersfield Town AFC
22,Fri Dec 16 2005,Scunthorpe United FC,3-1,Nottingham Forest FC
22,Sat Dec 17 2005,Yeovil Town FC,2-1,Barnsley FC
22,Sat Dec 17 2005,Walsall FC,1-0,Hartlepool United FC
22,Sat Dec 17 2005,Tranmere Rovers FC,1-4,Brentford FC
22,Sat Dec 17 2005,Swindon Town FC,0-0,Blackpool FC
22,Sat Dec 17 2005,Port Vale FC,0-1,Bristol City FC
22,Sat Dec 17 2005,Huddersfield Town AFC,0-0,Southend United FC
22,Sat Dec 17 2005,Doncaster Rovers FC,2-1,Swansea City FC
22,Sat Dec 17 2005,Colchester United FC,2-0,Milton Keynes Dons FC
22,Sat Dec 17 2005,Chesterfield FC,1-1,Oldham Athletic AFC
22,Sat Dec 17 2005,Bradford City AFC,1-2,Rotherham United FC
22,Sat Dec 17 2005,AFC Bournemouth,2-1,Gillingham FC
23,Fri Dec 23 2005,Yeovil Town FC,1-1,AFC Bournemouth
23,Mon Dec 26 2005,Rotherham United FC,1-1,Huddersfield Town AFC
23,Mon Dec 26 2005,Barnsley FC,1-1,Hartlepool United FC
23,Mon Dec 26 2005,Gillingham FC,1-1,Bristol City FC
23,Mon Dec 26 2005,Brentford FC,2-1,Swansea City FC
23,Mon Dec 26 2005,Walsall FC,0-0,Tranmere Rovers FC
23,Mon Dec 26 2005,Swindon Town FC,1-0,Colchester United FC
23,Mon Dec 26 2005,Southend United FC,0-0,Milton Keynes Dons FC
23,Mon Dec 26 2005,Scunthorpe United FC,2-2,Chesterfield FC
23,Mon Dec 26 2005,Port Vale FC,1-2,Blackpool FC
23,Mon Dec 26 2005,Nottingham Forest FC,4-0,Doncaster Rovers FC
23,Mon Dec 26 2005,Oldham Athletic AFC,2-1,Bradford City AFC
24,Wed Dec 28 2005,Bradford City AFC,2-0,Walsall FC
24,Wed Dec 28 2005,Tranmere Rovers FC,4-1,Yeovil Town FC
24,Wed Dec 28 2005,Huddersfield Town AFC,0-3,Port Vale FC
24,Wed Dec 28 2005,Hartlepool United FC,1-2,Southend United FC
24,Wed Dec 28 2005,Bristol City FC,3-1,Rotherham United FC
24,Wed Dec 28 2005,Chesterfield FC,1-1,Swindon Town FC
25,Sat Dec 31 2005,Barnsley FC,2-2,Huddersfield Town AFC
25,Sat Dec 31 2005,Scunthorpe United FC,0-0,Bradford City AFC
25,Sat Dec 31 2005,Oldham Athletic AFC,2-1,Hartlepool United FC
25,Sat Dec 31 2005,Rotherham United FC,1-0,Doncaster Rovers FC
25,Sat Dec 31 2005,Port Vale FC,0-2,Tranmere Rovers FC
25,Sat Dec 31 2005,Walsall FC,2-0,Blackpool FC
25,Sat Dec 31 2005,Swindon Town FC,0-0,Swansea City FC
25,Sat Dec 31 2005,Gillingham FC,3-0,Milton Keynes Dons FC
25,Sat Dec 31 2005,Yeovil Town FC,1-1,Bristol City FC
25,Sat Dec 31 2005,Southend United FC,2-1,AFC Bournemouth
25,Sat Dec 31 2005,Nottingham Forest FC,0-0,Chesterfield FC
25,Sat Dec 31 2005,Brentford FC,0-2,Colchester United FC
26,Mon Jan 2 2006,Tranmere Rovers FC,3-2,Rotherham United FC
26,Mon Jan 2 2006,Bradford City AFC,3-3,Brentford FC
26,Mon Jan 2 2006,AFC Bournemouth,1-1,Scunthorpe United FC
26,Mon Jan 2 2006,Bristol City FC,3-0,Walsall FC
26,Mon Jan 2 2006,Colchester United FC,3-1,Nottingham Forest FC
26,Mon Jan 2 2006,Doncaster Rovers FC,0-1,Yeovil Town FC
26,Mon Jan 2 2006,Chesterfield FC,0-0,Barnsley FC
26,Mon Jan 2 2006,Blackpool FC,1-2,Southend United FC
26,Mon Jan 2 2006,Hartlepool United FC,1-1,Swindon Town FC
26,Mon Jan 2 2006,Milton Keynes Dons FC,0-1,Oldham Athletic AFC
26,Mon Jan 2 2006,Huddersfield Town AFC,0-0,Gillingham FC
26,Mon Jan 2 2006,Swansea City FC,0-0,Port Vale FC
27,Sat Jan 7 2006,Chesterfield FC,1-0,Bradford City AFC
27,Sat Jan 7 2006,Oldham Athletic AFC,0-0,Southend United FC
27,Sat Jan 7 2006,Tranmere Rovers FC,0-0,AFC Bournemouth
27,Sat Jan 7 2006,Yeovil Town FC,2-0,Hartlepool United FC
24,Tue Jan 10 2006,Blackpool FC,1-0,Oldham Athletic AFC
27,Tue Jan 10 2006,Swansea City FC,3-1,Milton Keynes Dons FC
27,Tue Jan 10 2006,Rotherham United FC,1-1,Port Vale FC
27,Tue Jan 10 2006,Barnsley FC,1-0,Gillingham FC
27,Tue Jan 10 2006,Scunthorpe United FC,2-2,Huddersfield Town AFC
28,Sat Jan 14 2006,Southend United FC,4-1,Brentford FC
28,Sat Jan 14 2006,Bristol City FC,1-1,Scunthorpe United FC
28,Sat Jan 14 2006,Bradford City AFC,1-1,Swansea City FC
28,Sat Jan 14 2006,Doncaster Rovers FC,1-1,Chesterfield FC
28,Sat Jan 14 2006,Hartlepool United FC,0-0,Tranmere Rovers FC
28,Sat Jan 14 2006,Port Vale FC,3-2,Barnsley FC
28,Sat Jan 14 2006,Nottingham Forest FC,3-0,Oldham Athletic AFC
28,Sat Jan 14 2006,Gillingham FC,3-0,Swindon Town FC
28,Sat Jan 14 2006,AFC Bournemouth,2-0,Rotherham United FC
28,Sat Jan 14 2006,Walsall FC,0-2,Colchester United FC
28,Sat Jan 14 2006,Huddersfield Town AFC,2-0,Blackpool FC
28,Sat Jan 14 2006,Milton Keynes Dons FC,1-1,Yeovil Town FC
27,Tue Jan 17 2006,Colchester United FC,3-2,Bristol City FC
27,Tue Jan 17 2006,Brentford FC,1-1,Nottingham Forest FC
29,Sat Jan 21 2006,Colchester United FC,2-1,Port Vale FC
29,Sat Jan 21 2006,Rotherham United FC,1-1,Nottingham Forest FC
29,Sat Jan 21 2006,Oldham Athletic AFC,2-0,Gillingham FC
29,Sat Jan 21 2006,Swindon Town FC,4-2,AFC Bournemouth
29,Sat Jan 21 2006,Swansea City FC,1-1,Hartlepool United FC
29,Sat Jan 21 2006,Brentford FC,2-0,Huddersfield Town AFC
29,Sat Jan 21 2006,Chesterfield FC,2-2,Walsall FC
29,Sat Jan 21 2006,Scunthorpe United FC,1-2,Doncaster Rovers FC
29,Sat Jan 21 2006,Yeovil Town FC,0-1,Bradford City AFC
29,Sat Jan 21 2006,Tranmere Rovers FC,0-0,Southend United FC
29,Sat Jan 21 2006,Barnsley FC,2-0,Milton Keynes Dons FC
29,Sat Jan 21 2006,Blackpool FC,1-1,Bristol City FC
27,Tue Jan 24 2006,Blackpool FC,4-2,Doncaster Rovers FC
30,Fri Jan 27 2006,Nottingham Forest FC,0-2,Barnsley FC
30,Fri Jan 27 2006,Southend United FC,2-0,Swindon Town FC
30,Sat Jan 28 2006,Bristol City FC,1-0,Swansea City FC
30,Sat Jan 28 2006,Bradford City AFC,0-0,Tranmere Rovers FC
30,Sat Jan 28 2006,AFC Bournemouth,1-2,Chesterfield FC
30,Sat Jan 28 2006,Hartlepool United FC,0-3,Blackpool FC
30,Sat Jan 28 2006,Huddersfield Town AFC,3-2,Oldham Athletic AFC
30,Sat Jan 28 2006,Gillingham FC,1-1,Rotherham United FC
27,Tue Jan 31 2006,Swindon Town FC,1-0,Walsall FC
24,Tue Jan 31 2006,Swansea City FC,1-2,Gillingham FC
24,Tue Jan 31 2006,Milton Keynes Dons FC,1-0,Nottingham Forest FC
31,Fri Feb 3 2006,Swansea City FC,1-0,AFC Bournemouth
31,Fri Feb 3 2006,Tranmere Rovers FC,2-1,Huddersfield Town AFC
31,Sat Feb 4 2006,Colchester United FC,3-1,Bradford City AFC
31,Sat Feb 4 2006,Chesterfield FC,1-1,Gillingham FC
31,Sat Feb 4 2006,Blackpool FC,2-2,Nottingham Forest FC
31,Sat Feb 4 2006,Oldham Athletic AFC,0-1,Port Vale FC
31,Sat Feb 4 2006,Rotherham United FC,0-0,Hartlepool United FC
31,Sat Feb 4 2006,Barnsley FC,2-0,Bristol City FC
31,Sat Feb 4 2006,Brentford FC,5-0,Walsall FC
31,Sat Feb 4 2006,Scunthorpe United FC,2-0,Milton Keynes Dons FC
31,Sat Feb 4 2006,Swindon Town FC,2-1,Doncaster Rovers FC
31,Sat Feb 4 2006,Yeovil Town FC,0-2,Southend United FC
24,Tue Feb 7 2006,Colchester United FC,1-0,Scunthorpe United FC
32,Fri Feb 10 2006,Hartlepool United FC,1-0,Chesterfield FC
32,Fri Feb 10 2006,Southend United FC,2-0,Rotherham United FC
32,Sat Feb 11 2006,Gillingham FC,1-1,Tranmere Rovers FC
32,Sat Feb 11 2006,Nottingham Forest FC,1-2,Swansea City FC
32,Sat Feb 11 2006,Doncaster Rovers FC,2-0,Barnsley FC
32,Sat Feb 11 2006,Bristol City FC,0-1,Brentford FC
32,Sat Feb 11 2006,Bradford City AFC,1-1,Swindon Town FC
32,Sat Feb 11 2006,Walsall FC,2-2,Scunthorpe United FC
32,Sat Feb 11 2006,Milton Keynes Dons FC,3-0,Blackpool FC
32,Sat Feb 11 2006,Port Vale FC,1-0,Yeovil Town FC
32,Sat Feb 11 2006,Huddersfield Town AFC,2-0,Colchester United FC
32,Sat Feb 11 2006,AFC Bournemouth,0-0,Oldham Athletic AFC
33,Tue Feb 14 2006,Swansea City FC,1-1,Bradford City AFC
