Round,Date,Team 1,FT,Team 2
32,Fri Feb 20 2004,Queens Park Rangers FC,1-1,Peterborough United FC
32,Fri Feb 20 2004,Hartlepool United FC,1-1,Blackpool FC
32,Sat Feb 21 2004,Plymouth Argyle FC,2-1,Port Vale FC
32,Sat Feb 21 2004,Rushden & Diamonds (1992-2011),1-2,Sheffield Wednesday FC
32,Sat Feb 21 2004,Swindon Town FC,2-0,Chesterfield FC
32,Sat Feb 21 2004,Oldham Athletic AFC,1-1,Tranmere Rovers FC
32,Sat Feb 21 2004,Barnsley FC,0-0,Wycombe Wanderers FC
32,Sat Feb 21 2004,Luton Town FC,4-1,Brentford FC
32,Sat Feb 21 2004,Colchester United FC,2-0,Grimsby Town FC
32,Sat Feb 21 2004,Bristol City FC,1-0,Wrexham AFC
32,Sat Feb 21 2004,Brighton & Hove Albion FC,3-0,AFC Bournemouth
32,Sat Feb 21 2004,Notts County FC,4-1,Stockport County FC
28,Tue Feb 24 2004,Rushden & Diamonds (1992-2011),2-1,Tranmere Rovers FC
28,Tue Feb 24 2004,Grimsby Town FC,3-2,Luton Town FC
28,Tue Feb 24 2004,Colchester United FC,1-4,Port Vale FC
29,Tue Feb 24 2004,AFC Bournemouth,6-0,Wrexham AFC
33,Sat Feb 28 2004,Wycombe Wanderers FC,3-4,Hartlepool United FC
33,Sat Feb 28 2004,Wrexham AFC,1-1,Rushden & Diamonds (1992-2011)
33,Sat Feb 28 2004,Stockport County FC,1-1,Brighton & Hove Albion FC
33,Sat Feb 28 2004,Sheffield Wednesday FC,1-0,Bristol City FC
33,Sat Feb 28 2004,Peterborough United FC,1-2,Luton Town FC
33,Sat Feb 28 2004,Grimsby Town FC,6-1,Barnsley FC
33,Sat Feb 28 2004,Brentford FC,2-3,Notts County FC
33,Sat Feb 28 2004,AFC Bournemouth,1-0,Oldham Athletic AFC
33,Sat Feb 28 2004,Blackpool FC,0-1,Plymouth Argyle FC
34,Tue Mar 2 2004,Rushden & Diamonds (1992-2011),0-0,Blackpool FC
34,Tue Mar 2 2004,Queens Park Rangers FC,3-2,Port Vale FC
34,Tue Mar 2 2004,Plymouth Argyle FC,2-0,Sheffield Wednesday FC
34,Tue Mar 2 2004,Barnsley FC,0-1,Peterborough United FC
34,Tue Mar 2 2004,Hartlepool United FC,2-0,Chesterfield FC
34,Tue Mar 2 2004,Colchester United FC,2-1,Stockport County FC
34,Tue Mar 2 2004,Bristol City FC,1-1,Wycombe Wanderers FC
34,Tue Mar 2 2004,Brighton & Hove Albion FC,1-0,Brentford FC
34,Tue Mar 2 2004,Notts County FC,3-1,Grimsby Town FC
34,Wed Mar 3 2004,Swindon Town FC,2-0,Tranmere Rovers FC
35,Sat Mar 6 2004,Wrexham AFC,3-0,Grimsby Town FC
35,Sat Mar 6 2004,Swindon Town FC,2-1,Brentford FC
35,Sat Mar 6 2004,Stockport County FC,2-0,Bristol City FC
35,Sat Mar 6 2004,Rushden & Diamonds (1992-2011),0-1,Peterborough United FC
35,Sat Mar 6 2004,Queens Park Rangers FC,1-1,Oldham Athletic AFC
35,Sat Mar 6 2004,Barnsley FC,0-0,Luton Town FC
35,Sat Mar 6 2004,Colchester United FC,1-2,Hartlepool United FC
35,Sat Mar 6 2004,AFC Bournemouth,1-0,Wycombe Wanderers FC
35,Sat Mar 6 2004,Blackpool FC,2-1,Port Vale FC
35,Sat Mar 6 2004,Notts County FC,0-0,Plymouth Argyle FC
35,Sun Mar 7 2004,Chesterfield FC,3-1,Sheffield Wednesday FC
35,Wed Mar 10 2004,Brighton & Hove Albion FC,3-0,Tranmere Rovers FC
36,Fri Mar 12 2004,Bristol City FC,1-0,Rushden & Diamonds (1992-2011)
36,Sat Mar 13 2004,Plymouth Argyle FC,2-1,Swindon Town FC
36,Sat Mar 13 2004,Tranmere Rovers FC,2-3,Chesterfield FC
36,Sat Mar 13 2004,Sheffield Wednesday FC,2-1,Barnsley FC
36,Sat Mar 13 2004,Port Vale FC,1-1,Brighton & Hove Albion FC
36,Sat Mar 13 2004,Wycombe Wanderers FC,1-1,Notts County FC
36,Sat Mar 13 2004,Brentford FC,0-2,Stockport County FC
36,Sat Mar 13 2004,Oldham Athletic AFC,0-0,Colchester United FC
36,Sat Mar 13 2004,Luton Town FC,3-2,Blackpool FC
36,Sat Mar 13 2004,Hartlepool United FC,1-4,Queens Park Rangers FC
36,Sat Mar 13 2004,Grimsby Town FC,1-1,AFC Bournemouth
36,Sat Mar 13 2004,Peterborough United FC,6-1,Wrexham AFC
37,Tue Mar 16 2004,Rushden & Diamonds (1992-2011),2-1,Notts County FC
37,Tue Mar 16 2004,Queens Park Rangers FC,2-0,Wrexham AFC
37,Tue Mar 16 2004,Port Vale FC,1-0,Luton Town FC
37,Tue Mar 16 2004,Plymouth Argyle FC,2-0,Peterborough United FC
37,Tue Mar 16 2004,Oldham Athletic AFC,1-1,Barnsley FC
37,Tue Mar 16 2004,Blackpool FC,1-1,Brentford FC
37,Tue Mar 16 2004,Colchester United FC,1-1,Wycombe Wanderers FC
37,Tue Mar 16 2004,Chesterfield FC,0-2,Brighton & Hove Albion FC
37,Tue Mar 16 2004,Hartlepool United FC,2-2,Stockport County FC
37,Wed Mar 17 2004,Swindon Town FC,2-0,Grimsby Town FC
37,Wed Mar 17 2004,Sheffield Wednesday FC,0-2,AFC Bournemouth
38,Sat Mar 20 2004,Wycombe Wanderers FC,2-2,Queens Park Rangers FC
38,Sat Mar 20 2004,Wrexham AFC,3-2,Swindon Town FC
38,Sat Mar 20 2004,Stockport County FC,1-0,Sheffield Wednesday FC
38,Sat Mar 20 2004,Peterborough United FC,0-0,Tranmere Rovers FC
38,Sat Mar 20 2004,Notts County FC,1-1,Chesterfield FC
38,Sat Mar 20 2004,Luton Town FC,1-1,Plymouth Argyle FC
38,Sat Mar 20 2004,Grimsby Town FC,0-2,Hartlepool United FC
38,Sat Mar 20 2004,Barnsley FC,0-0,Port Vale FC
38,Sat Mar 20 2004,Brighton & Hove Albion FC,2-1,Colchester United FC
38,Sat Mar 20 2004,Brentford FC,3-2,Rushden & Diamonds (1992-2011)
38,Sat Mar 20 2004,Bristol City FC,0-2,Oldham Athletic AFC
33,Tue Mar 23 2004,Chesterfield FC,1-2,Colchester United FC
37,Wed Mar 24 2004,Tranmere Rovers FC,1-0,Bristol City FC
38,Wed Mar 24 2004,AFC Bournemouth,1-2,Blackpool FC
39,Sat Mar 27 2004,Queens Park Rangers FC,1-1,Luton Town FC
39,Sat Mar 27 2004,Swindon Town FC,1-1,Barnsley FC
39,Sat Mar 27 2004,Sheffield Wednesday FC,2-1,Brighton & Hove Albion FC
39,Sat Mar 27 2004,Rushden & Diamonds (1992-2011),0-3,AFC Bournemouth
39,Sat Mar 27 2004,Tranmere Rovers FC,4-0,Notts County FC
39,Sat Mar 27 2004,Port Vale FC,2-1,Bristol City FC
39,Sat Mar 27 2004,Plymouth Argyle FC,0-0,Wrexham AFC
39,Sat Mar 27 2004,Blackpool FC,1-1,Stockport County FC
39,Sat Mar 27 2004,Hartlepool United FC,1-2,Brentford FC
39,Sat Mar 27 2004,Colchester United FC,0-0,Peterborough United FC
39,Sat Mar 27 2004,Chesterfield FC,4-4,Grimsby Town FC
39,Sat Mar 27 2004,Oldham Athletic AFC,2-3,Wycombe Wanderers FC
31,Tue Mar 30 2004,Blackpool FC,0-0,Colchester United FC
33,Tue Mar 30 2004,Port Vale FC,3-3,Swindon Town FC
40,Sat Apr 3 2004,Notts County FC,4-1,Blackpool FC
40,Sat Apr 3 2004,Wycombe Wanderers FC,2-1,Port Vale FC
40,Sat Apr 3 2004,Stockport County FC,2-1,Rushden & Diamonds (1992-2011)
40,Sat Apr 3 2004,Peterborough United FC,4-2,Swindon Town FC
40,Sat Apr 3 2004,Wrexham AFC,0-1,Tranmere Rovers FC
40,Sat Apr 3 2004,Luton Town FC,1-1,Oldham Athletic AFC
40,Sat Apr 3 2004,Grimsby Town FC,2-0,Sheffield Wednesday FC
40,Sat Apr 3 2004,Bristol City FC,1-0,Queens Park Rangers FC
40,Sat Apr 3 2004,Brighton & Hove Albion FC,2-0,Hartlepool United FC
40,Sat Apr 3 2004,Brentford FC,1-1,Chesterfield FC
40,Sat Apr 3 2004,AFC Bournemouth,1-1,Colchester United FC
40,Sat Apr 3 2004,Barnsley FC,1-0,Plymouth Argyle FC
29,Tue Apr 6 2004,Hartlepool United FC,4-3,Luton Town FC
33,Tue Apr 6 2004,Tranmere Rovers FC,0-0,Queens Park Rangers FC
41,Sat Apr 10 2004,Queens Park Rangers FC,3-0,Grimsby Town FC
41,Sat Apr 10 2004,Swindon Town FC,1-1,Bristol City FC
41,Sat Apr 10 2004,Sheffield Wednesday FC,1-1,Brentford FC
41,Sat Apr 10 2004,Rushden & Diamonds (1992-2011),2-3,Barnsley FC
41,Sat Apr 10 2004,Tranmere Rovers FC,1-0,Luton Town FC
41,Sat Apr 10 2004,Port Vale FC,1-0,Wrexham AFC
41,Sat Apr 10 2004,Plymouth Argyle FC,2-1,Wycombe Wanderers FC
41,Sat Apr 10 2004,Oldham Athletic AFC,1-1,Peterborough United FC
41,Sat Apr 10 2004,Hartlepool United FC,2-1,AFC Bournemouth
41,Sat Apr 10 2004,Colchester United FC,4-1,Notts County FC
41,Sat Apr 10 2004,Blackpool FC,3-1,Brighton & Hove Albion FC
41,Sat Apr 10 2004,Chesterfield FC,0-3,Stockport County FC
42,Mon Apr 12 2004,Wycombe Wanderers FC,1-2,Tranmere Rovers FC
42,Mon Apr 12 2004,Wrexham AFC,1-2,Hartlepool United FC
42,Mon Apr 12 2004,Stockport County FC,1-1,Oldham Athletic AFC
42,Mon Apr 12 2004,Peterborough United FC,3-1,Port Vale FC
42,Mon Apr 12 2004,Notts County FC,0-0,Sheffield Wednesday FC
42,Mon Apr 12 2004,Luton Town FC,0-3,Swindon Town FC
42,Mon Apr 12 2004,Grimsby Town FC,0-2,Blackpool FC
42,Mon Apr 12 2004,Brighton & Hove Albion FC,0-0,Rushden & Diamonds (1992-2011)
42,Mon Apr 12 2004,Brentford FC,3-2,Colchester United FC
42,Mon Apr 12 2004,AFC Bournemouth,2-2,Chesterfield FC
42,Mon Apr 12 2004,Barnsley FC,3-3,Queens Park Rangers FC
42,Tue Apr 13 2004,Bristol City FC,1-0,Plymouth Argyle FC
43,Sat Apr 17 2004,Blackpool FC,4-1,Sheffield Wednesday FC
43,Sat Apr 17 2004,Wycombe Wanderers FC,0-3,Swindon Town FC
43,Sat Apr 17 2004,Queens Park Rangers FC,1-1,Stockport County FC
43,Sat Apr 17 2004,Port Vale FC,1-1,Chesterfield FC
43,Sat Apr 17 2004,Oldham Athletic AFC,4-1,Plymouth Argyle FC
43,Sat Apr 17 2004,Luton Town FC,3-2,Bristol City FC
43,Sat Apr 17 2004,Barnsley FC,0-2,Brentford FC
43,Sat Apr 17 2004,Grimsby Town FC,1-0,Rushden & Diamonds (1992-2011)
43,Sat Apr 17 2004,Colchester United FC,3-1,Wrexham AFC
43,Sat Apr 17 2004,Brighton & Hove Albion FC,1-0,Peterborough United FC
43,Sat Apr 17 2004,AFC Bournemouth,1-5,Tranmere Rovers FC
43,Sat Apr 17 2004,Hartlepool United FC,4-0,Notts County FC
34,Tue Apr 20 2004,Oldham Athletic AFC,1-1,Wrexham AFC
34,Tue Apr 20 2004,Luton Town FC,1-1,AFC Bournemouth
44,Sat Apr 24 2004,Sheffield Wednesday FC,0-1,Colchester United FC
44,Sat Apr 24 2004,Tranmere Rovers FC,2-0,Barnsley FC
44,Sat Apr 24 2004,Swindon Town FC,1-2,Oldham Athletic AFC
44,Sat Apr 24 2004,Stockport County FC,2-1,Grimsby Town FC
44,Sat Apr 24 2004,Wrexham AFC,2-1,Luton Town FC
44,Sat Apr 24 2004,Brentford FC,1-1,Wycombe Wanderers FC
44,Sat Apr 24 2004,Plymouth Argyle FC,2-0,Queens Park Rangers FC
44,Sat Apr 24 2004,Peterborough United FC,0-1,AFC Bournemouth
44,Sat Apr 24 2004,Notts County FC,1-2,Port Vale FC
44,Sat Apr 24 2004,Chesterfield FC,1-0,Blackpool FC
44,Sat Apr 24 2004,Bristol City FC,0-0,Brighton & Hove Albion FC
44,Sat Apr 24 2004,Rushden & Diamonds (1992-2011),0-2,Hartlepool United FC
45,Sat May 1 2004,Wycombe Wanderers FC,1-1,Wrexham AFC
45,Sat May 1 2004,Queens Park Rangers FC,1-0,Swindon Town FC
45,Sat May 1 2004,Port Vale FC,2-1,Tranmere Rovers FC
45,Sat May 1 2004,Oldham Athletic AFC,2-0,Chesterfield FC
45,Sat May 1 2004,Luton Town FC,3-2,Sheffield Wednesday FC
45,Sat May 1 2004,Hartlepool United FC,1-3,Plymouth Argyle FC
45,Sat May 1 2004,Blackpool FC,1-4,Peterborough United FC
45,Sat May 1 2004,Colchester United FC,2-0,Rushden & Diamonds (1992-2011)
45,Sat May 1 2004,Brighton & Hove Albion FC,1-0,Notts County FC
45,Sat May 1 2004,AFC Bournemouth,0-0,Stockport County FC
45,Sat May 1 2004,Grimsby Town FC,1-0,Brentford FC
45,Sun May 2 2004,Barnsley FC,0-1,Bristol City FC
46,Sat May 8 2004,Wrexham AFC,0-2,Brighton & Hove Albion FC
46,Sat May 8 2004,Tranmere Rovers FC,2-1,Grimsby Town FC
46,Sat May 8 2004,Swindon Town FC,1-1,Hartlepool United FC
46,Sat May 8 2004,Stockport County FC,2-3,Barnsley FC
46,Sat May 8 2004,Sheffield Wednesday FC,1-3,Queens Park Rangers FC
46,Sat May 8 2004,Rushden & Diamonds (1992-2011),0-2,Port Vale FC
46,Sat May 8 2004,Plymouth Argyle FC,2-0,Colchester United FC
46,Sat May 8 2004,Peterborough United FC,1-1,Wycombe Wanderers FC
46,Sat May 8 2004,Notts County FC,1-1,Oldham Athletic AFC
46,Sat May 8 2004,Chesterfield FC,1-0,Luton Town FC
46,Sat May 8 2004,Bristol City FC,2-1,Blackpool FC
46,Sat May 8 2004,Brentford FC,1-0,AFC Bournemouth
