Round,Date,Team 1,FT,Team 2
31,Tue Feb 12 2019,Swindon Town FC,2-0,Forest Green Rovers FC
31,Tue Feb 12 2019,Crewe Alexandra FC,2-1,Carlisle United FC
33,Sat Feb 16 2019,Northampton Town FC,0-0,Crawley Town FC
33,Sat Feb 16 2019,Oldham Athletic AFC,1-1,Crewe Alexandra FC
33,Sat Feb 16 2019,Port Vale FC,0-1,Morecambe FC
33,Sat Feb 16 2019,Macclesfield Town FC,1-1,Colchester United FC
33,Sat Feb 16 2019,Lincoln City FC,2-2,Stevenage FC
33,Sat Feb 16 2019,Grimsby Town FC,1-0,Cheltenham Town FC
33,Sat Feb 16 2019,Cambridge United FC,0-0,Tranmere Rovers FC
33,Sat Feb 16 2019,Carlisle United FC,2-3,Milton Keynes Dons FC
33,Sat Feb 16 2019,Exeter City FC,0-1,Bury FC
33,Sat Feb 16 2019,Forest Green Rovers FC,3-0,Yeovil Town FC
33,Sat Feb 16 2019,Notts County FC,1-0,Mansfield Town FC
30,Tue Feb 19 2019,Notts County FC,1-4,Newport County AFC
31,Tue Feb 19 2019,Cheltenham Town FC,2-0,Cambridge United FC
31,Tue Feb 19 2019,Port Vale FC,1-2,Tranmere Rovers FC
31,Tue Feb 19 2019,Oldham Athletic AFC,1-2,Morecambe FC
34,Sat Feb 23 2019,Swindon Town FC,1-1,Grimsby Town FC
34,Sat Feb 23 2019,Tranmere Rovers FC,1-0,Notts County FC
34,Sat Feb 23 2019,Bury FC,3-1,Oldham Athletic AFC
34,Sat Feb 23 2019,Colchester United FC,1-1,Carlisle United FC
34,Sat Feb 23 2019,Yeovil Town FC,1-0,Cambridge United FC
34,Sat Feb 23 2019,Crawley Town FC,1-1,Macclesfield Town FC
34,Sat Feb 23 2019,Crewe Alexandra FC,1-2,Exeter City FC
34,Sat Feb 23 2019,Mansfield Town FC,1-0,Forest Green Rovers FC
34,Sat Feb 23 2019,Milton Keynes Dons FC,2-0,Newport County AFC
34,Sat Feb 23 2019,Morecambe FC,0-2,Lincoln City FC
34,Sat Feb 23 2019,Cheltenham Town FC,1-0,Port Vale FC
34,Sat Feb 23 2019,Stevenage FC,1-2,Northampton Town FC
27,Tue Feb 26 2019,Lincoln City FC,1-1,Exeter City FC
35,Sat Mar 2 2019,Yeovil Town FC,3-2,Morecambe FC
35,Sat Mar 2 2019,Bury FC,3-0,Macclesfield Town FC
35,Sat Mar 2 2019,Crewe Alexandra FC,0-2,Northampton Town FC
35,Sat Mar 2 2019,Exeter City FC,0-1,Tranmere Rovers FC
35,Sat Mar 2 2019,Forest Green Rovers FC,1-2,Lincoln City FC
35,Sat Mar 2 2019,Grimsby Town FC,0-2,Cambridge United FC
35,Sat Mar 2 2019,Mansfield Town FC,4-2,Cheltenham Town FC
35,Sat Mar 2 2019,Milton Keynes Dons FC,1-0,Crawley Town FC
35,Sat Mar 2 2019,Newport County AFC,2-0,Carlisle United FC
35,Sat Mar 2 2019,Notts County FC,0-0,Port Vale FC
35,Sat Mar 2 2019,Oldham Athletic AFC,1-1,Stevenage FC
35,Sat Mar 2 2019,Swindon Town FC,3-0,Colchester United FC
37,Tue Mar 5 2019,Cheltenham Town FC,1-1,Bury FC
36,Fri Mar 8 2019,Lincoln City FC,1-0,Yeovil Town FC
36,Fri Mar 8 2019,Tranmere Rovers FC,1-0,Crewe Alexandra FC
36,Sat Mar 9 2019,Northampton Town FC,2-1,Exeter City FC
36,Sat Mar 9 2019,Cambridge United FC,1-1,Oldham Athletic AFC
36,Sat Mar 9 2019,Carlisle United FC,2-1,Swindon Town FC
36,Sat Mar 9 2019,Cheltenham Town FC,4-1,Notts County FC
36,Sat Mar 9 2019,Colchester United FC,3-0,Newport County AFC
36,Sat Mar 9 2019,Crawley Town FC,2-1,Grimsby Town FC
36,Sat Mar 9 2019,Macclesfield Town FC,1-3,Milton Keynes Dons FC
36,Sat Mar 9 2019,Morecambe FC,3-0,Forest Green Rovers FC
36,Sat Mar 9 2019,Stevenage FC,0-1,Bury FC
36,Sat Mar 9 2019,Port Vale FC,2-1,Mansfield Town FC
37,Tue Mar 12 2019,Stevenage FC,2-0,Swindon Town FC
37,Tue Mar 12 2019,Cambridge United FC,0-0,Crewe Alexandra FC
37,Tue Mar 12 2019,Carlisle United FC,1-3,Notts County FC
37,Tue Mar 12 2019,Colchester United FC,0-3,Forest Green Rovers FC
37,Tue Mar 12 2019,Crawley Town FC,0-0,Mansfield Town FC
37,Tue Mar 12 2019,Lincoln City FC,2-0,Oldham Athletic AFC
37,Tue Mar 12 2019,Tranmere Rovers FC,4-1,Grimsby Town FC
37,Tue Mar 12 2019,Northampton Town FC,1-0,Newport County AFC
37,Tue Mar 12 2019,Morecambe FC,4-2,Milton Keynes Dons FC
37,Tue Mar 12 2019,Port Vale FC,3-0,Yeovil Town FC
38,Fri Mar 15 2019,Newport County AFC,1-0,Cheltenham Town FC
38,Sat Mar 16 2019,Grimsby Town FC,0-0,Northampton Town FC
38,Sat Mar 16 2019,Swindon Town FC,0-0,Port Vale FC
38,Sat Mar 16 2019,Crewe Alexandra FC,6-1,Crawley Town FC
38,Sat Mar 16 2019,Exeter City FC,3-0,Colchester United FC
38,Sat Mar 16 2019,Yeovil Town FC,0-2,Macclesfield Town FC
38,Sat Mar 16 2019,Notts County FC,0-0,Morecambe FC
38,Sat Mar 16 2019,Milton Keynes Dons FC,1-1,Stevenage FC
38,Sat Mar 16 2019,Forest Green Rovers FC,1-1,Carlisle United FC
38,Mon Mar 18 2019,Mansfield Town FC,1-1,Lincoln City FC
39,Sat Mar 23 2019,Swindon Town FC,4-0,Morecambe FC
39,Sat Mar 23 2019,Mansfield Town FC,1-2,Crewe Alexandra FC
39,Sat Mar 23 2019,Notts County FC,0-1,Exeter City FC
39,Sat Mar 23 2019,Milton Keynes Dons FC,2-0,Yeovil Town FC
39,Sat Mar 23 2019,Carlisle United FC,2-2,Cambridge United FC
39,Sat Mar 23 2019,Cheltenham Town FC,3-1,Northampton Town FC
39,Sat Mar 23 2019,Colchester United FC,0-2,Tranmere Rovers FC
39,Sat Mar 23 2019,Crawley Town FC,0-3,Lincoln City FC
39,Sat Mar 23 2019,Grimsby Town FC,0-0,Bury FC
39,Sat Mar 23 2019,Macclesfield Town FC,2-2,Stevenage FC
39,Sat Mar 23 2019,Port Vale FC,0-2,Forest Green Rovers FC
40,Sat Mar 30 2019,Exeter City FC,1-4,Mansfield Town FC
40,Sat Mar 30 2019,Oldham Athletic AFC,2-0,Grimsby Town FC
40,Sat Mar 30 2019,Northampton Town FC,1-2,Port Vale FC
40,Sat Mar 30 2019,Yeovil Town FC,1-3,Newport County AFC
40,Sat Mar 30 2019,Tranmere Rovers FC,3-0,Carlisle United FC
40,Sat Mar 30 2019,Bury FC,1-3,Swindon Town FC
40,Sat Mar 30 2019,Crewe Alexandra FC,1-3,Cheltenham Town FC
40,Sat Mar 30 2019,Morecambe FC,1-0,Crawley Town FC
40,Sat Mar 30 2019,Stevenage FC,0-3,Notts County FC
40,Sat Mar 30 2019,Forest Green Rovers FC,1-2,Milton Keynes Dons FC
40,Sat Mar 30 2019,Lincoln City FC,1-1,Macclesfield Town FC
40,Sat Mar 30 2019,Cambridge United FC,0-1,Colchester United FC
38,Tue Apr 2 2019,Bury FC,0-3,Cambridge United FC
38,Tue Apr 2 2019,Oldham Athletic AFC,2-0,Tranmere Rovers FC
41,Sat Apr 6 2019,Macclesfield Town FC,1-1,Morecambe FC
41,Sat Apr 6 2019,Port Vale FC,1-0,Crewe Alexandra FC
41,Sat Apr 6 2019,Swindon Town FC,1-1,Yeovil Town FC
41,Sat Apr 6 2019,Carlisle United FC,3-2,Bury FC
41,Sat Apr 6 2019,Cheltenham Town FC,1-1,Exeter City FC
41,Sat Apr 6 2019,Colchester United FC,0-2,Oldham Athletic AFC
41,Sat Apr 6 2019,Crawley Town FC,1-2,Forest Green Rovers FC
41,Sat Apr 6 2019,Grimsby Town FC,0-2,Stevenage FC
41,Sat Apr 6 2019,Newport County AFC,0-0,Tranmere Rovers FC
41,Sat Apr 6 2019,Mansfield Town FC,1-0,Cambridge United FC
41,Sat Apr 6 2019,Milton Keynes Dons FC,0-2,Lincoln City FC
41,Sat Apr 6 2019,Notts County FC,2-2,Northampton Town FC
33,Tue Apr 9 2019,Newport County AFC,0-0,Swindon Town FC
37,Tue Apr 9 2019,Macclesfield Town FC,3-2,Exeter City FC
42,Sat Apr 13 2019,Exeter City FC,2-0,Port Vale FC
42,Sat Apr 13 2019,Bury FC,2-0,Colchester United FC
42,Sat Apr 13 2019,Cambridge United FC,0-3,Newport County AFC
42,Sat Apr 13 2019,Crewe Alexandra FC,3-0,Notts County FC
42,Sat Apr 13 2019,Forest Green Rovers FC,2-0,Macclesfield Town FC
42,Sat Apr 13 2019,Tranmere Rovers FC,2-1,Milton Keynes Dons FC
42,Sat Apr 13 2019,Lincoln City FC,1-1,Cheltenham Town FC
42,Sat Apr 13 2019,Morecambe FC,1-1,Grimsby Town FC
42,Sat Apr 13 2019,Northampton Town FC,1-1,Mansfield Town FC
42,Sat Apr 13 2019,Oldham Athletic AFC,2-2,Swindon Town FC
42,Sat Apr 13 2019,Yeovil Town FC,0-1,Crawley Town FC
42,Sat Apr 13 2019,Stevenage FC,3-0,Carlisle United FC
43,Fri Apr 19 2019,Port Vale FC,1-4,Stevenage FC
43,Fri Apr 19 2019,Exeter City FC,1-3,Crawley Town FC
43,Fri Apr 19 2019,Cambridge United FC,0-0,Swindon Town FC
43,Fri Apr 19 2019,Carlisle United FC,1-0,Lincoln City FC
43,Fri Apr 19 2019,Tranmere Rovers FC,0-1,Forest Green Rovers FC
43,Fri Apr 19 2019,Colchester United FC,1-0,Grimsby Town FC
43,Fri Apr 19 2019,Crewe Alexandra FC,2-0,Yeovil Town FC
43,Fri Apr 19 2019,Mansfield Town FC,4-0,Morecambe FC
43,Fri Apr 19 2019,Newport County AFC,3-1,Bury FC
43,Fri Apr 19 2019,Northampton Town FC,3-1,Macclesfield Town FC
43,Fri Apr 19 2019,Notts County FC,1-2,Milton Keynes Dons FC
43,Fri Apr 19 2019,Cheltenham Town FC,0-0,Oldham Athletic AFC
44,Mon Apr 22 2019,Macclesfield Town FC,0-0,Newport County AFC
44,Mon Apr 22 2019,Bury FC,3-1,Northampton Town FC
44,Mon Apr 22 2019,Crawley Town FC,1-1,Notts County FC
44,Mon Apr 22 2019,Forest Green Rovers FC,2-1,Cambridge United FC
44,Mon Apr 22 2019,Grimsby Town FC,1-0,Carlisle United FC
44,Mon Apr 22 2019,Yeovil Town FC,1-1,Colchester United FC
44,Mon Apr 22 2019,Swindon Town FC,1-2,Crewe Alexandra FC
44,Mon Apr 22 2019,Milton Keynes Dons FC,1-1,Port Vale FC
44,Mon Apr 22 2019,Morecambe FC,4-0,Cheltenham Town FC
44,Mon Apr 22 2019,Oldham Athletic AFC,3-2,Mansfield Town FC
44,Mon Apr 22 2019,Stevenage FC,1-1,Exeter City FC
44,Mon Apr 22 2019,Lincoln City FC,0-0,Tranmere Rovers FC
45,Sat Apr 27 2019,Port Vale FC,0-1,Macclesfield Town FC
45,Sat Apr 27 2019,Cambridge United FC,1-2,Morecambe FC
45,Sat Apr 27 2019,Carlisle United FC,4-2,Crawley Town FC
45,Sat Apr 27 2019,Cheltenham Town FC,3-2,Swindon Town FC
45,Sat Apr 27 2019,Colchester United FC,2-0,Milton Keynes Dons FC
45,Sat Apr 27 2019,Crewe Alexandra FC,4-3,Forest Green Rovers FC
45,Sat Apr 27 2019,Notts County FC,2-1,Grimsby Town FC
45,Sat Apr 27 2019,Mansfield Town FC,1-2,Stevenage FC
45,Sat Apr 27 2019,Newport County AFC,1-0,Lincoln City FC
45,Sat Apr 27 2019,Northampton Town FC,2-2,Yeovil Town FC
45,Sat Apr 27 2019,Exeter City FC,1-0,Oldham Athletic AFC
39,Tue Apr 30 2019,Newport County AFC,2-0,Oldham Athletic AFC
45,Tue Apr 30 2019,Tranmere Rovers FC,1-1,Bury FC
46,Sat May 4 2019,Macclesfield Town FC,1-1,Cambridge United FC
46,Sat May 4 2019,Crawley Town FC,3-1,Tranmere Rovers FC
46,Sat May 4 2019,Forest Green Rovers FC,0-0,Exeter City FC
46,Sat May 4 2019,Grimsby Town FC,2-0,Crewe Alexandra FC
46,Sat May 4 2019,Lincoln City FC,0-3,Colchester United FC
46,Sat May 4 2019,Bury FC,1-1,Port Vale FC
46,Sat May 4 2019,Milton Keynes Dons FC,1-0,Mansfield Town FC
46,Sat May 4 2019,Morecambe FC,1-1,Newport County AFC
46,Sat May 4 2019,Oldham Athletic AFC,2-5,Northampton Town FC
46,Sat May 4 2019,Stevenage FC,2-0,Cheltenham Town FC
46,Sat May 4 2019,Swindon Town FC,3-1,Notts County FC
46,Sat May 4 2019,Yeovil Town FC,0-0,Carlisle United FC
