Round,Date,Team 1,FT,Team 2
7,Sat Sep 22 2007,Chesterfield FC,0-1,Barnet FC
7,Sat Sep 22 2007,Chester FC,0-2,Brentford FC
7,Sat Sep 22 2007,Lincoln City FC,1-2,Grimsby Town FC
8,Sat Sep 29 2007,Wrexham AFC,1-0,Lincoln City FC
8,Sat Sep 29 2007,Shrewsbury Town FC,3-4,Rochdale AFC
8,Sat Sep 29 2007,Notts County FC,1-0,Chesterfield FC
8,Sat Sep 29 2007,Morecambe FC,0-1,Milton Keynes Dons FC
8,Sat Sep 29 2007,Mansfield Town FC,0-1,Dagenham & Redbridge FC
8,Sat Sep 29 2007,Macclesfield Town FC,1-2,Chester FC
8,Sat Sep 29 2007,Grimsby Town FC,2-1,Hereford FC (2014-)
8,Sat Sep 29 2007,Darlington FC,1-1,Peterborough United FC
8,Sat Sep 29 2007,Bury FC,2-1,Accrington Stanley FC
8,Sat Sep 29 2007,Brentford FC,1-3,Stockport County FC
8,Sat Sep 29 2007,Bradford City AFC,0-1,Wycombe Wanderers FC
8,Sat Sep 29 2007,Barnet FC,2-0,Rotherham United FC
9,Tue Oct 2 2007,Darlington FC,1-1,Rochdale AFC
9,Tue Oct 2 2007,Wrexham AFC,0-4,Chesterfield FC
9,Tue Oct 2 2007,Shrewsbury Town FC,0-2,Peterborough United FC
9,Tue Oct 2 2007,Notts County FC,2-3,Hereford FC (2014-)
9,Tue Oct 2 2007,Morecambe FC,2-0,Stockport County FC
9,Tue Oct 2 2007,Barnet FC,2-1,Wycombe Wanderers FC
9,Tue Oct 2 2007,Macclesfield Town FC,1-1,Rotherham United FC
9,Tue Oct 2 2007,Grimsby Town FC,1-2,Chester FC
9,Tue Oct 2 2007,Bury FC,1-1,Lincoln City FC
9,Tue Oct 2 2007,Brentford FC,2-3,Dagenham & Redbridge FC
9,Tue Oct 2 2007,Bradford City AFC,0-3,Accrington Stanley FC
9,Tue Oct 2 2007,Mansfield Town FC,1-2,Milton Keynes Dons FC
10,Fri Oct 5 2007,Accrington Stanley FC,0-2,Wrexham AFC
10,Sat Oct 6 2007,Chesterfield FC,2-2,Macclesfield Town FC
10,Sat Oct 6 2007,Stockport County FC,2-4,Barnet FC
10,Sat Oct 6 2007,Rotherham United FC,3-2,Mansfield Town FC
10,Sat Oct 6 2007,Rochdale AFC,1-2,Bury FC
10,Sat Oct 6 2007,Wycombe Wanderers FC,3-1,Notts County FC
10,Sat Oct 6 2007,Milton Keynes Dons FC,2-1,Bradford City AFC
10,Sat Oct 6 2007,Lincoln City FC,1-1,Morecambe FC
10,Sat Oct 6 2007,Hereford FC (2014-),2-0,Brentford FC
10,Sat Oct 6 2007,Dagenham & Redbridge FC,0-3,Darlington FC
10,Sat Oct 6 2007,Peterborough United FC,2-1,Grimsby Town FC
10,Sun Oct 7 2007,Chester FC,3-1,Shrewsbury Town FC
11,Fri Oct 12 2007,Morecambe FC,2-1,Bradford City AFC
11,Fri Oct 12 2007,Grimsby Town FC,1-2,Rochdale AFC
11,Fri Oct 12 2007,Chester FC,1-1,Hereford FC (2014-)
11,Fri Oct 12 2007,Brentford FC,1-1,Rotherham United FC
11,Sat Oct 13 2007,Notts County FC,1-3,Bury FC
11,Sat Oct 13 2007,Shrewsbury Town FC,2-3,Chesterfield FC
11,Sat Oct 13 2007,Barnet FC,1-1,Mansfield Town FC
11,Sat Oct 13 2007,Macclesfield Town FC,3-2,Wrexham AFC
11,Sun Oct 14 2007,Dagenham & Redbridge FC,1-3,Accrington Stanley FC
11,Sun Oct 14 2007,Milton Keynes Dons FC,4-0,Lincoln City FC
11,Sun Oct 14 2007,Peterborough United FC,2-1,Wycombe Wanderers FC
11,Sun Oct 14 2007,Darlington FC,4-0,Stockport County FC
12,Fri Oct 19 2007,Accrington Stanley FC,3-2,Macclesfield Town FC
12,Sat Oct 20 2007,Rotherham United FC,3-1,Morecambe FC
12,Sat Oct 20 2007,Wycombe Wanderers FC,3-0,Grimsby Town FC
12,Sat Oct 20 2007,Wrexham AFC,0-2,Barnet FC
12,Sat Oct 20 2007,Stockport County FC,1-2,Chester FC
12,Sat Oct 20 2007,Lincoln City FC,1-1,Peterborough United FC
12,Sat Oct 20 2007,Rochdale AFC,1-1,Brentford FC
12,Sat Oct 20 2007,Mansfield Town FC,2-0,Notts County FC
12,Sat Oct 20 2007,Bradford City AFC,0-0,Darlington FC
12,Sat Oct 20 2007,Chesterfield FC,1-1,Dagenham & Redbridge FC
12,Sat Oct 20 2007,Bury FC,1-1,Shrewsbury Town FC
12,Sat Oct 20 2007,Hereford FC (2014-),0-1,Milton Keynes Dons FC
13,Sat Oct 27 2007,Shrewsbury Town FC,0-0,Mansfield Town FC
13,Sat Oct 27 2007,Peterborough United FC,1-1,Hereford FC (2014-)
13,Sat Oct 27 2007,Notts County FC,2-1,Wrexham AFC
13,Sat Oct 27 2007,Morecambe FC,1-1,Rochdale AFC
13,Sat Oct 27 2007,Milton Keynes Dons FC,0-2,Stockport County FC
13,Sat Oct 27 2007,Macclesfield Town FC,2-2,Bury FC
13,Sat Oct 27 2007,Grimsby Town FC,1-1,Bradford City AFC
13,Sat Oct 27 2007,Darlington FC,0-0,Chesterfield FC
13,Sat Oct 27 2007,Dagenham & Redbridge FC,0-2,Rotherham United FC
13,Sat Oct 27 2007,Chester FC,2-2,Wycombe Wanderers FC
13,Sat Oct 27 2007,Brentford FC,1-0,Lincoln City FC
13,Sat Oct 27 2007,Barnet FC,2-2,Accrington Stanley FC
14,Fri Nov 2 2007,Lincoln City FC,0-1,Chester FC
14,Sat Nov 3 2007,Accrington Stanley FC,0-2,Notts County FC
14,Sat Nov 3 2007,Stockport County FC,1-2,Peterborough United FC
14,Sat Nov 3 2007,Rotherham United FC,2-1,Grimsby Town FC
14,Sat Nov 3 2007,Rochdale AFC,1-0,Dagenham & Redbridge FC
14,Sat Nov 3 2007,Wycombe Wanderers FC,1-1,Milton Keynes Dons FC
14,Sat Nov 3 2007,Hereford FC (2014-),5-1,Darlington FC
14,Sat Nov 3 2007,Chesterfield FC,2-2,Morecambe FC
14,Sat Nov 3 2007,Bury FC,3-0,Barnet FC
14,Sat Nov 3 2007,Bradford City AFC,1-2,Brentford FC
14,Sat Nov 3 2007,Mansfield Town FC,5-0,Macclesfield Town FC
14,Sun Nov 4 2007,Wrexham AFC,0-1,Shrewsbury Town FC
15,Tue Nov 6 2007,Milton Keynes Dons FC,2-0,Grimsby Town FC
15,Tue Nov 6 2007,Rotherham United FC,2-1,Bury FC
15,Tue Nov 6 2007,Rochdale AFC,1-2,Stockport County FC
15,Tue Nov 6 2007,Peterborough United FC,3-1,Dagenham & Redbridge FC
15,Tue Nov 6 2007,Morecambe FC,0-1,Accrington Stanley FC
15,Tue Nov 6 2007,Darlington FC,2-0,Shrewsbury Town FC
15,Tue Nov 6 2007,Macclesfield Town FC,1-0,Brentford FC
15,Tue Nov 6 2007,Lincoln City FC,2-4,Chesterfield FC
15,Tue Nov 6 2007,Hereford FC (2014-),2-1,Mansfield Town FC
15,Tue Nov 6 2007,Bradford City AFC,2-1,Chester FC
15,Tue Nov 6 2007,Barnet FC,1-1,Notts County FC
15,Wed Nov 7 2007,Wrexham AFC,0-0,Wycombe Wanderers FC
16,Sat Nov 17 2007,Wycombe Wanderers FC,1-0,Lincoln City FC
16,Sat Nov 17 2007,Stockport County FC,2-3,Hereford FC (2014-)
16,Sat Nov 17 2007,Shrewsbury Town FC,1-0,Barnet FC
16,Sat Nov 17 2007,Notts County FC,0-1,Macclesfield Town FC
16,Sat Nov 17 2007,Grimsby Town FC,1-2,Morecambe FC
16,Sat Nov 17 2007,Dagenham & Redbridge FC,1-4,Bradford City AFC
16,Sat Nov 17 2007,Chester FC,0-2,Milton Keynes Dons FC
16,Sat Nov 17 2007,Bury FC,2-0,Peterborough United FC
16,Sat Nov 17 2007,Brentford FC,0-2,Darlington FC
16,Sat Nov 17 2007,Accrington Stanley FC,0-1,Rotherham United FC
17,Sat Nov 24 2007,Rotherham United FC,2-0,Shrewsbury Town FC
17,Sat Nov 24 2007,Rochdale AFC,1-0,Mansfield Town FC
17,Sat Nov 24 2007,Peterborough United FC,7-0,Brentford FC
17,Sat Nov 24 2007,Morecambe FC,2-1,Bury FC
17,Sat Nov 24 2007,Milton Keynes Dons FC,1-2,Chesterfield FC
17,Sat Nov 24 2007,Macclesfield Town FC,1-1,Dagenham & Redbridge FC
17,Sat Nov 24 2007,Lincoln City FC,2-1,Notts County FC
17,Sat Nov 24 2007,Barnet FC,0-3,Grimsby Town FC
17,Sat Nov 24 2007,Darlington FC,1-0,Wycombe Wanderers FC
17,Sat Nov 24 2007,Bradford City AFC,1-1,Stockport County FC
17,Sat Nov 24 2007,Hereford FC (2014-),0-0,Accrington Stanley FC
17,Sun Nov 25 2007,Wrexham AFC,2-2,Chester FC
5,Sat Dec 1 2007,Rochdale AFC,0-0,Wrexham AFC
18,Sat Dec 1 2007,Shrewsbury Town FC,2-0,Macclesfield Town FC
18,Tue Dec 4 2007,Notts County FC,0-1,Peterborough United FC
18,Tue Dec 4 2007,Stockport County FC,1-3,Lincoln City FC
18,Tue Dec 4 2007,Wycombe Wanderers FC,2-2,Hereford FC (2014-)
18,Tue Dec 4 2007,Brentford FC,0-1,Morecambe FC
18,Tue Dec 4 2007,Dagenham & Redbridge FC,0-1,Milton Keynes Dons FC
18,Tue Dec 4 2007,Chester FC,3-0,Barnet FC
18,Tue Dec 4 2007,Bury FC,0-1,Wrexham AFC
18,Tue Dec 4 2007,Grimsby Town FC,0-4,Darlington FC
18,Wed Dec 5 2007,Accrington Stanley FC,1-2,Rochdale AFC
18,Wed Dec 5 2007,Chesterfield FC,0-2,Rotherham United FC
18,Wed Dec 5 2007,Mansfield Town FC,0-0,Bradford City AFC
19,Sat Dec 8 2007,Stockport County FC,6-0,Wycombe Wanderers FC
19,Sat Dec 8 2007,Rotherham United FC,2-4,Rochdale AFC
19,Sat Dec 8 2007,Notts County FC,2-1,Shrewsbury Town FC
19,Sat Dec 8 2007,Milton Keynes Dons FC,5-0,Accrington Stanley FC
19,Sat Dec 8 2007,Hereford FC (2014-),3-1,Lincoln City FC
19,Sat Dec 8 2007,Dagenham & Redbridge FC,3-0,Wrexham AFC
19,Sat Dec 8 2007,Chesterfield FC,1-1,Bradford City AFC
19,Sat Dec 8 2007,Chester FC,1-2,Peterborough United FC
19,Sat Dec 8 2007,Brentford FC,0-1,Grimsby Town FC
19,Sat Dec 8 2007,Barnet FC,2-2,Macclesfield Town FC
20,Fri Dec 14 2007,Wycombe Wanderers FC,2-0,Morecambe FC
20,Sat Dec 15 2007,Accrington Stanley FC,2-1,Chesterfield FC
20,Sat Dec 15 2007,Shrewsbury Town FC,4-0,Dagenham & Redbridge FC
20,Sat Dec 15 2007,Peterborough United FC,1-2,Milton Keynes Dons FC
20,Sat Dec 15 2007,Wrexham AFC,1-3,Brentford FC
20,Sat Dec 15 2007,Lincoln City FC,4-1,Barnet FC
20,Sat Dec 15 2007,Grimsby Town FC,1-0,Mansfield Town FC
20,Sat Dec 15 2007,Bury FC,0-1,Hereford FC (2014-)
20,Sat Dec 15 2007,Macclesfield Town FC,0-2,Stockport County FC
21,Fri Dec 21 2007,Milton Keynes Dons FC,1-1,Brentford FC
21,Sat Dec 22 2007,Peterborough United FC,2-1,Bradford City AFC
21,Sat Dec 22 2007,Wycombe Wanderers FC,2-1,Macclesfield Town FC
21,Sat Dec 22 2007,Stockport County FC,1-1,Grimsby Town FC
21,Sat Dec 22 2007,Rotherham United FC,3-0,Wrexham AFC
21,Sat Dec 22 2007,Accrington Stanley FC,1-2,Shrewsbury Town FC
21,Sat Dec 22 2007,Lincoln City FC,0-4,Darlington FC
21,Sat Dec 22 2007,Hereford FC (2014-),0-3,Morecambe FC
21,Sat Dec 22 2007,Dagenham & Redbridge FC,1-1,Notts County FC
21,Sat Dec 22 2007,Chester FC,2-1,Bury FC
21,Sat Dec 22 2007,Chesterfield FC,2-0,Mansfield Town FC
22,Wed Dec 26 2007,Brentford FC,1-3,Wycombe Wanderers FC
22,Wed Dec 26 2007,Barnet FC,3-1,Dagenham & Redbridge FC
22,Wed Dec 26 2007,Darlington FC,1-1,Rotherham United FC
22,Wed Dec 26 2007,Shrewsbury Town FC,3-1,Stockport County FC
22,Wed Dec 26 2007,Notts County FC,1-2,Milton Keynes Dons FC
22,Wed Dec 26 2007,Morecambe FC,5-3,Chester FC
22,Wed Dec 26 2007,Mansfield Town FC,2-0,Peterborough United FC
22,Wed Dec 26 2007,Macclesfield Town FC,0-1,Hereford FC (2014-)
22,Wed Dec 26 2007,Grimsby Town FC,1-2,Accrington Stanley FC
22,Wed Dec 26 2007,Bury FC,0-1,Chesterfield FC
22,Wed Dec 26 2007,Bradford City AFC,2-1,Lincoln City FC
22,Wed Dec 26 2007,Wrexham AFC,0-2,Rochdale AFC
23,Sat Dec 29 2007,Grimsby Town FC,1-0,Lincoln City FC
23,Sat Dec 29 2007,Wrexham AFC,0-1,Stockport County FC
23,Sat Dec 29 2007,Shrewsbury Town FC,0-1,Wycombe Wanderers FC
23,Sat Dec 29 2007,Notts County FC,0-1,Rotherham United FC
23,Sat Dec 29 2007,Morecambe FC,3-2,Peterborough United FC
23,Sat Dec 29 2007,Mansfield Town FC,1-2,Accrington Stanley FC
23,Sat Dec 29 2007,Macclesfield Town FC,2-2,Rochdale AFC
23,Sat Dec 29 2007,Darlington FC,0-1,Milton Keynes Dons FC
23,Sat Dec 29 2007,Bury FC,0-2,Dagenham & Redbridge FC
23,Sat Dec 29 2007,Brentford FC,3-0,Chester FC
23,Sat Dec 29 2007,Bradford City AFC,1-3,Hereford FC (2014-)
23,Sat Dec 29 2007,Barnet FC,0-2,Chesterfield FC
24,Tue Jan 1 2008,Wycombe Wanderers FC,0-0,Barnet FC
24,Tue Jan 1 2008,Stockport County FC,2-1,Morecambe FC
24,Tue Jan 1 2008,Rotherham United FC,3-0,Macclesfield Town FC
24,Tue Jan 1 2008,Rochdale AFC,3-1,Darlington FC
24,Tue Jan 1 2008,Accrington Stanley FC,0-2,Bradford City AFC
24,Tue Jan 1 2008,Chester FC,0-2,Grimsby Town FC
24,Tue Jan 1 2008,Chesterfield FC,2-1,Wrexham AFC
24,Tue Jan 1 2008,Dagenham & Redbridge FC,1-2,Brentford FC
24,Tue Jan 1 2008,Peterborough United FC,2-1,Shrewsbury Town FC
24,Tue Jan 1 2008,Lincoln City FC,1-1,Bury FC
24,Tue Jan 1 2008,Milton Keynes Dons FC,1-0,Mansfield Town FC
24,Tue Jan 1 2008,Hereford FC (2014-),0-0,Notts County FC
25,Sat Jan 5 2008,Shrewsbury Town FC,0-1,Brentford FC
25,Sat Jan 5 2008,Rotherham United FC,0-1,Milton Keynes Dons FC
25,Sat Jan 5 2008,Rochdale AFC,0-2,Lincoln City FC
25,Sat Jan 5 2008,Notts County FC,1-2,Stockport County FC
25,Sat Jan 5 2008,Accrington Stanley FC,3-3,Chester FC
25,Sat Jan 5 2008,Chesterfield FC,1-2,Grimsby Town FC
25,Sat Jan 5 2008,Macclesfield Town FC,1-2,Morecambe FC
25,Tue Jan 8 2008,Mansfield Town FC,0-4,Wycombe Wanderers FC
26,Sat Jan 12 2008,Stockport County FC,2-0,Accrington Stanley FC
26,Sat Jan 12 2008,Wycombe Wanderers FC,0-1,Rochdale AFC
26,Sat Jan 12 2008,Peterborough United FC,0-1,Macclesfield Town FC
26,Sat Jan 12 2008,Morecambe FC,1-0,Dagenham & Redbridge FC
26,Sat Jan 12 2008,Milton Keynes Dons FC,0-1,Barnet FC
26,Sat Jan 12 2008,Lincoln City FC,1-3,Rotherham United FC
26,Sat Jan 12 2008,Grimsby Town FC,1-0,Wrexham AFC
26,Sat Jan 12 2008,Darlington FC,3-0,Bury FC
26,Sat Jan 12 2008,Chester FC,0-1,Mansfield Town FC
26,Sat Jan 12 2008,Brentford FC,2-1,Chesterfield FC
26,Sat Jan 12 2008,Bradford City AFC,3-0,Notts County FC
26,Sun Jan 13 2008,Hereford FC (2014-),3-1,Shrewsbury Town FC
19,Tue Jan 15 2008,Morecambe FC,0-3,Darlington FC
28,Tue Jan 15 2008,Peterborough United FC,8-2,Accrington Stanley FC
16,Wed Jan 16 2008,Chesterfield FC,3-4,Rochdale AFC
27,Sat Jan 19 2008,Wrexham AFC,1-0,Milton Keynes Dons FC
27,Sat Jan 19 2008,Shrewsbury Town FC,2-0,Morecambe FC
27,Sat Jan 19 2008,Rotherham United FC,1-1,Wycombe Wanderers FC
27,Sat Jan 19 2008,Notts County FC,1-0,Chester FC
27,Sat Jan 19 2008,Mansfield Town FC,0-1,Darlington FC
27,Sat Jan 19 2008,Dagenham & Redbridge FC,0-0,Grimsby Town FC
27,Mon Jan 21 2008,Chesterfield FC,4-0,Hereford FC (2014-)
25,Tue Jan 22 2008,Bury FC,2-2,Bradford City AFC
28,Sat Jan 26 2008,Morecambe FC,1-1,Notts County FC
28,Sat Jan 26 2008,Darlington FC,2-2,Macclesfield Town FC
28,Sat Jan 26 2008,Wycombe Wanderers FC,1-0,Chesterfield FC
28,Sat Jan 26 2008,Milton Keynes Dons FC,0-1,Rochdale AFC
28,Sat Jan 26 2008,Lincoln City FC,2-0,Dagenham & Redbridge FC
28,Sat Jan 26 2008,Grimsby Town FC,1-1,Shrewsbury Town FC
28,Sat Jan 26 2008,Chester FC,0-1,Rotherham United FC
32,Sat Jan 26 2008,Wrexham AFC,1-1,Bradford City AFC
29,Tue Jan 29 2008,Milton Keynes Dons FC,1-1,Macclesfield Town FC
29,Tue Jan 29 2008,Wycombe Wanderers FC,0-1,Dagenham & Redbridge FC
29,Tue Jan 29 2008,Stockport County FC,2-2,Chesterfield FC
29,Tue Jan 29 2008,Peterborough United FC,3-1,Rotherham United FC
29,Tue Jan 29 2008,Morecambe FC,2-2,Wrexham AFC
29,Tue Jan 29 2008,Darlington FC,1-0,Accrington Stanley FC
29,Tue Jan 29 2008,Lincoln City FC,1-2,Mansfield Town FC
29,Tue Jan 29 2008,Grimsby Town FC,1-0,Bury FC
29,Tue Jan 29 2008,Chester FC,0-4,Rochdale AFC
29,Tue Jan 29 2008,Brentford FC,0-0,Notts County FC
29,Tue Jan 29 2008,Bradford City AFC,4-2,Shrewsbury Town FC
29,Wed Jan 30 2008,Hereford FC (2014-),1-2,Barnet FC
30,Sat Feb 2 2008,Wrexham AFC,2-0,Darlington FC
30,Sat Feb 2 2008,Shrewsbury Town FC,1-2,Lincoln City FC
30,Sat Feb 2 2008,Rotherham United FC,0-1,Hereford FC (2014-)
30,Sat Feb 2 2008,Rochdale AFC,0-2,Peterborough United FC
30,Sat Feb 2 2008,Notts County FC,1-1,Grimsby Town FC
30,Sat Feb 2 2008,Mansfield Town FC,2-3,Brentford FC
30,Sat Feb 2 2008,Accrington Stanley FC,0-2,Wycombe Wanderers FC
30,Sat Feb 2 2008,Dagenham & Redbridge FC,0-1,Stockport County FC
30,Sat Feb 2 2008,Chesterfield FC,1-1,Chester FC
30,Sat Feb 2 2008,Bury FC,1-5,Milton Keynes Dons FC
30,Sat Feb 2 2008,Barnet FC,0-1,Morecambe FC
30,Sat Feb 2 2008,Macclesfield Town FC,0-1,Bradford City AFC
27,Tue Feb 5 2008,Macclesfield Town FC,1-2,Lincoln City FC
27,Tue Feb 5 2008,Bury FC,2-3,Stockport County FC
31,Sat Feb 9 2008,Milton Keynes Dons FC,1-1,Rotherham United FC
31,Sat Feb 9 2008,Stockport County FC,1-1,Notts County FC
31,Sat Feb 9 2008,Peterborough United FC,0-0,Wrexham AFC
31,Sat Feb 9 2008,Morecambe FC,0-1,Macclesfield Town FC
31,Sat Feb 9 2008,Wycombe Wanderers FC,1-2,Mansfield Town FC
31,Sat Feb 9 2008,Bradford City AFC,1-2,Bury FC
31,Sat Feb 9 2008,Hereford FC (2014-),4-1,Dagenham & Redbridge FC
31,Sat Feb 9 2008,Grimsby Town FC,4-2,Chesterfield FC
31,Sat Feb 9 2008,Darlington FC,1-0,Barnet FC
31,Sat Feb 9 2008,Chester FC,2-3,Accrington Stanley FC
31,Sat Feb 9 2008,Brentford FC,1-1,Shrewsbury Town FC
31,Sat Feb 9 2008,Lincoln City FC,2-1,Rochdale AFC
32,Tue Feb 12 2008,Shrewsbury Town FC,3-3,Milton Keynes Dons FC
32,Tue Feb 12 2008,Rotherham United FC,1-4,Stockport County FC
32,Tue Feb 12 2008,Rochdale AFC,2-4,Hereford FC (2014-)
32,Tue Feb 12 2008,Notts County FC,0-1,Darlington FC
32,Tue Feb 12 2008,Mansfield Town FC,1-2,Morecambe FC
32,Tue Feb 12 2008,Macclesfield Town FC,1-2,Grimsby Town FC
32,Tue Feb 12 2008,Dagenham & Redbridge FC,6-2,Chester FC
32,Tue Feb 12 2008,Bury FC,2-2,Wycombe Wanderers FC
32,Tue Feb 12 2008,Barnet FC,1-2,Brentford FC
32,Tue Feb 12 2008,Accrington Stanley FC,0-3,Lincoln City FC
32,Wed Feb 13 2008,Chesterfield FC,1-2,Peterborough United FC
33,Sat Feb 16 2008,Wycombe Wanderers FC,1-0,Rotherham United FC
33,Sat Feb 16 2008,Stockport County FC,1-2,Bury FC
33,Sat Feb 16 2008,Peterborough United FC,1-0,Barnet FC
33,Sat Feb 16 2008,Lincoln City FC,3-1,Macclesfield Town FC
33,Sat Feb 16 2008,Hereford FC (2014-),2-0,Chesterfield FC
33,Sat Feb 16 2008,Bradford City AFC,1-2,Rochdale AFC
33,Sat Feb 16 2008,Darlington FC,1-2,Mansfield Town FC
33,Sat Feb 16 2008,Chester FC,0-1,Notts County FC
33,Sat Feb 16 2008,Brentford FC,3-1,Accrington Stanley FC
33,Sat Feb 16 2008,Grimsby Town FC,1-4,Dagenham & Redbridge FC
34,Sat Feb 23 2008,Wrexham AFC,0-0,Grimsby Town FC
