Matchday,Date,Team 1,FT,Team 2
9,Sat Oct 25 2008,Blackburn Rovers FC,1-1,Middlesbrough FC
9,Sat Oct 25 2008,West Bromwich Albion FC,0-3,Hull City AFC
9,Sat Oct 25 2008,Sunderland AFC,2-1,Newcastle United FC
9,Sat Oct 25 2008,Everton FC,1-1,Manchester United FC
9,Sun Oct 26 2008,Portsmouth FC,1-1,Fulham FC
9,Sun Oct 26 2008,Chelsea FC,0-1,Liverpool FC
9,Sun Oct 26 2008,Wigan Athletic FC,0-4,Aston Villa FC
9,Sun Oct 26 2008,West Ham United FC,0-2,Arsenal FC
9,Sun Oct 26 2008,Manchester City FC,3-0,Stoke City FC
9,Sun Oct 26 2008,Tottenham Hotspur FC,2-0,Bolton Wanderers FC
10,Tue Oct 28 2008,Newcastle United FC,2-1,West Bromwich Albion FC
10,Wed Oct 29 2008,Arsenal FC,4-4,Tottenham Hotspur FC
10,Wed Oct 29 2008,Stoke City FC,1-0,Sunderland AFC
10,Wed Oct 29 2008,Hull City AFC,0-3,Chelsea FC
10,Wed Oct 29 2008,Fulham FC,2-0,Wigan Athletic FC
10,Wed Oct 29 2008,Aston Villa FC,3-2,Blackburn Rovers FC
10,Wed Oct 29 2008,Middlesbrough FC,2-0,Manchester City FC
10,Wed Oct 29 2008,Manchester United FC,2-0,West Ham United FC
10,Wed Oct 29 2008,Bolton Wanderers FC,0-1,Everton FC
10,Wed Oct 29 2008,Liverpool FC,1-0,Portsmouth FC
11,Sat Nov 1 2008,Tottenham Hotspur FC,2-1,Liverpool FC
11,Sat Nov 1 2008,Everton FC,1-0,Fulham FC
11,Sat Nov 1 2008,West Bromwich Albion FC,2-2,Blackburn Rovers FC
11,Sat Nov 1 2008,Stoke City FC,2-1,Arsenal FC
11,Sat Nov 1 2008,Chelsea FC,5-0,Sunderland AFC
11,Sat Nov 1 2008,Middlesbrough FC,1-1,West Ham United FC
11,Sat Nov 1 2008,Manchester United FC,4-3,Hull City AFC
11,Sat Nov 1 2008,Portsmouth FC,1-2,Wigan Athletic FC
11,Sun Nov 2 2008,Bolton Wanderers FC,2-0,Manchester City FC
11,Mon Nov 3 2008,Newcastle United FC,2-0,Aston Villa FC
12,Sat Nov 8 2008,Liverpool FC,3-0,West Bromwich Albion FC
12,Sat Nov 8 2008,Wigan Athletic FC,0-0,Stoke City FC
12,Sat Nov 8 2008,Arsenal FC,2-1,Manchester United FC
12,Sat Nov 8 2008,West Ham United FC,1-3,Everton FC
12,Sat Nov 8 2008,Sunderland AFC,1-2,Portsmouth FC
12,Sat Nov 8 2008,Hull City AFC,0-1,Bolton Wanderers FC
12,Sun Nov 9 2008,Fulham FC,2-1,Newcastle United FC
12,Sun Nov 9 2008,Blackburn Rovers FC,0-2,Chelsea FC
12,Sun Nov 9 2008,Manchester City FC,1-2,Tottenham Hotspur FC
12,Sun Nov 9 2008,Aston Villa FC,1-2,Middlesbrough FC
13,Sat Nov 15 2008,West Ham United FC,0-0,Portsmouth FC
13,Sat Nov 15 2008,Bolton Wanderers FC,0-2,Liverpool FC
13,Sat Nov 15 2008,West Bromwich Albion FC,0-3,Chelsea FC
13,Sat Nov 15 2008,Newcastle United FC,2-2,Wigan Athletic FC
13,Sat Nov 15 2008,Manchester United FC,5-0,Stoke City FC
13,Sat Nov 15 2008,Arsenal FC,0-2,Aston Villa FC
13,Sat Nov 15 2008,Blackburn Rovers FC,1-2,Sunderland AFC
13,Sat Nov 15 2008,Fulham FC,2-1,Tottenham Hotspur FC
13,Sun Nov 16 2008,Everton FC,1-1,Middlesbrough FC
13,Sun Nov 16 2008,Hull City AFC,2-2,Manchester City FC
14,Sat Nov 22 2008,Liverpool FC,0-0,Fulham FC
14,Sat Nov 22 2008,Stoke City FC,1-0,West Bromwich Albion FC
14,Sat Nov 22 2008,Portsmouth FC,2-2,Hull City AFC
14,Sat Nov 22 2008,Middlesbrough FC,1-3,Bolton Wanderers FC
14,Sat Nov 22 2008,Chelsea FC,0-0,Newcastle United FC
14,Sat Nov 22 2008,Aston Villa FC,0-0,Manchester United FC
14,Sat Nov 22 2008,Manchester City FC,3-0,Arsenal FC
14,Sun Nov 23 2008,Tottenham Hotspur FC,1-0,Blackburn Rovers FC
14,Sun Nov 23 2008,Sunderland AFC,0-1,West Ham United FC
14,Mon Nov 24 2008,Wigan Athletic FC,1-0,Everton FC
15,Sat Nov 29 2008,Middlesbrough FC,0-0,Newcastle United FC
15,Sat Nov 29 2008,Wigan Athletic FC,2-1,West Bromwich Albion FC
15,Sat Nov 29 2008,Sunderland AFC,1-4,Bolton Wanderers FC
15,Sat Nov 29 2008,Stoke City FC,1-1,Hull City AFC
15,Sat Nov 29 2008,Aston Villa FC,0-0,Fulham FC
15,Sun Nov 30 2008,Portsmouth FC,3-2,Blackburn Rovers FC
15,Sun Nov 30 2008,Manchester City FC,0-1,Manchester United FC
15,Sun Nov 30 2008,Tottenham Hotspur FC,0-1,Everton FC
15,Sun Nov 30 2008,Chelsea FC,1-2,Arsenal FC
15,Mon Dec 1 2008,Liverpool FC,0-0,West Ham United FC
16,Sat Dec 6 2008,Fulham FC,1-1,Manchester City FC
16,Sat Dec 6 2008,Manchester United FC,1-0,Sunderland AFC
16,Sat Dec 6 2008,Newcastle United FC,2-2,Stoke City FC
16,Sat Dec 6 2008,Hull City AFC,2-1,Middlesbrough FC
16,Sat Dec 6 2008,Bolton Wanderers FC,0-2,Chelsea FC
16,Sat Dec 6 2008,Blackburn Rovers FC,1-3,Liverpool FC
16,Sat Dec 6 2008,Arsenal FC,1-0,Wigan Athletic FC
16,Sun Dec 7 2008,West Bromwich Albion FC,1-1,Portsmouth FC
16,Sun Dec 7 2008,Everton FC,2-3,Aston Villa FC
16,Mon Dec 8 2008,West Ham United FC,0-2,Tottenham Hotspur FC
17,Sat Dec 13 2008,Wigan Athletic FC,3-0,Blackburn Rovers FC
17,Sat Dec 13 2008,Middlesbrough FC,1-1,Arsenal FC
17,Sat Dec 13 2008,Tottenham Hotspur FC,0-0,Manchester United FC
17,Sat Dec 13 2008,Sunderland AFC,4-0,West Bromwich Albion FC
17,Sat Dec 13 2008,Stoke City FC,0-0,Fulham FC
17,Sat Dec 13 2008,Manchester City FC,0-1,Everton FC
17,Sat Dec 13 2008,Liverpool FC,2-2,Hull City AFC
17,Sat Dec 13 2008,Aston Villa FC,4-2,Bolton Wanderers FC
17,Sun Dec 14 2008,Portsmouth FC,0-3,Newcastle United FC
17,Sun Dec 14 2008,Chelsea FC,1-1,West Ham United FC
18,Sat Dec 20 2008,Hull City AFC,1-4,Sunderland AFC
18,Sat Dec 20 2008,Bolton Wanderers FC,2-1,Portsmouth FC
18,Sat Dec 20 2008,Fulham FC,3-0,Middlesbrough FC
18,Sat Dec 20 2008,West Ham United FC,0-1,Aston Villa FC
18,Sat Dec 20 2008,Blackburn Rovers FC,3-0,Stoke City FC
18,Sun Dec 21 2008,Arsenal FC,1-1,Liverpool FC
18,Sun Dec 21 2008,West Bromwich Albion FC,2-1,Manchester City FC
18,Sun Dec 21 2008,Newcastle United FC,2-1,Tottenham Hotspur FC
18,Mon Dec 22 2008,Everton FC,0-0,Chelsea FC
19,Fri Dec 26 2008,Aston Villa FC,2-2,Arsenal FC
19,Fri Dec 26 2008,Liverpool FC,3-0,Bolton Wanderers FC
19,Fri Dec 26 2008,Stoke City FC,0-1,Manchester United FC
19,Fri Dec 26 2008,Tottenham Hotspur FC,0-0,Fulham FC
19,Fri Dec 26 2008,Portsmouth FC,1-4,West Ham United FC
19,Fri Dec 26 2008,Chelsea FC,2-0,West Bromwich Albion FC
19,Fri Dec 26 2008,Wigan Athletic FC,2-1,Newcastle United FC
19,Fri Dec 26 2008,Sunderland AFC,0-0,Blackburn Rovers FC
19,Fri Dec 26 2008,Middlesbrough FC,0-1,Everton FC
19,Fri Dec 26 2008,Manchester City FC,5-1,Hull City AFC
20,Sun Dec 28 2008,Blackburn Rovers FC,2-2,Manchester City FC
20,Sun Dec 28 2008,Arsenal FC,1-0,Portsmouth FC
20,Sun Dec 28 2008,Bolton Wanderers FC,0-1,Wigan Athletic FC
20,Sun Dec 28 2008,West Ham United FC,2-1,Stoke City FC
20,Sun Dec 28 2008,West Bromwich Albion FC,2-0,Tottenham Hotspur FC
20,Sun Dec 28 2008,Fulham FC,2-2,Chelsea FC
20,Sun Dec 28 2008,Everton FC,3-0,Sunderland AFC
20,Sun Dec 28 2008,Newcastle United FC,1-5,Liverpool FC
20,Mon Dec 29 2008,Manchester United FC,1-0,Middlesbrough FC
20,Tue Dec 30 2008,Hull City AFC,0-1,Aston Villa FC
21,Sat Jan 10 2009,Stoke City FC,0-0,Liverpool FC
21,Sat Jan 10 2009,Arsenal FC,1-0,Bolton Wanderers FC
21,Sat Jan 10 2009,Aston Villa FC,2-1,West Bromwich Albion FC
21,Sat Jan 10 2009,Everton FC,2-0,Hull City AFC
21,Sat Jan 10 2009,Middlesbrough FC,1-1,Sunderland AFC
21,Sat Jan 10 2009,Newcastle United FC,2-2,West Ham United FC
21,Sun Jan 11 2009,Manchester United FC,3-0,Chelsea FC
21,Sun Jan 11 2009,Wigan Athletic FC,1-0,Tottenham Hotspur FC
18,Wed Jan 14 2009,Manchester United FC,1-0,Wigan Athletic FC
22,Sat Jan 17 2009,Blackburn Rovers FC,3-0,Newcastle United FC
22,Sat Jan 17 2009,Hull City AFC,1-3,Arsenal FC
22,Sat Jan 17 2009,Bolton Wanderers FC,0-1,Manchester United FC
22,Sat Jan 17 2009,West Bromwich Albion FC,3-0,Middlesbrough FC
22,Sat Jan 17 2009,Chelsea FC,2-1,Stoke City FC
22,Sat Jan 17 2009,Manchester City FC,1-0,Wigan Athletic FC
22,Sat Jan 17 2009,Sunderland AFC,1-2,Aston Villa FC
22,Sun Jan 18 2009,West Ham United FC,3-1,Fulham FC
22,Sun Jan 18 2009,Tottenham Hotspur FC,1-1,Portsmouth FC
22,Mon Jan 19 2009,Liverpool FC,1-1,Everton FC
23,Tue Jan 27 2009,Tottenham Hotspur FC,3-1,Stoke City FC
23,Tue Jan 27 2009,West Bromwich Albion FC,0-5,Manchester United FC
23,Tue Jan 27 2009,Portsmouth FC,0-1,Aston Villa FC
23,Tue Jan 27 2009,Sunderland AFC,1-0,Fulham FC
23,Wed Jan 28 2009,Blackburn Rovers FC,2-2,Bolton Wanderers FC
23,Wed Jan 28 2009,Everton FC,1-1,Arsenal FC
23,Wed Jan 28 2009,West Ham United FC,2-0,Hull City AFC
23,Wed Jan 28 2009,Wigan Athletic FC,1-1,Liverpool FC
23,Wed Jan 28 2009,Manchester City FC,2-1,Newcastle United FC
23,Wed Jan 28 2009,Chelsea FC,2-0,Middlesbrough FC
24,Sat Jan 31 2009,Hull City AFC,2-2,West Bromwich Albion FC
24,Sat Jan 31 2009,Arsenal FC,0-0,West Ham United FC
24,Sat Jan 31 2009,Aston Villa FC,0-0,Wigan Athletic FC
24,Sat Jan 31 2009,Stoke City FC,1-0,Manchester City FC
24,Sat Jan 31 2009,Middlesbrough FC,0-0,Blackburn Rovers FC
24,Sat Jan 31 2009,Bolton Wanderers FC,3-2,Tottenham Hotspur FC
24,Sat Jan 31 2009,Fulham FC,3-1,Portsmouth FC
24,Sat Jan 31 2009,Manchester United FC,1-0,Everton FC
24,Sun Feb 1 2009,Newcastle United FC,1-1,Sunderland AFC
24,Sun Feb 1 2009,Liverpool FC,2-0,Chelsea FC
25,Sat Feb 7 2009,Chelsea FC,0-0,Hull City AFC
25,Sat Feb 7 2009,Portsmouth FC,2-3,Liverpool FC
25,Sat Feb 7 2009,Blackburn Rovers FC,0-2,Aston Villa FC
25,Sat Feb 7 2009,Manchester City FC,1-0,Middlesbrough FC
25,Sat Feb 7 2009,Everton FC,3-0,Bolton Wanderers FC
25,Sat Feb 7 2009,West Bromwich Albion FC,2-3,Newcastle United FC
25,Sat Feb 7 2009,Sunderland AFC,2-0,Stoke City FC
25,Sat Feb 7 2009,Wigan Athletic FC,0-0,Fulham FC
25,Sun Feb 8 2009,West Ham United FC,0-1,Manchester United FC
25,Sun Feb 8 2009,Tottenham Hotspur FC,0-0,Arsenal FC
21,Sat Feb 14 2009,Portsmouth FC,2-0,Manchester City FC
3,Wed Feb 18 2009,Manchester United FC,3-0,Fulham FC
26,Sat Feb 21 2009,Arsenal FC,0-0,Sunderland AFC
26,Sat Feb 21 2009,Aston Villa FC,0-1,Chelsea FC
26,Sat Feb 21 2009,Stoke City FC,2-2,Portsmouth FC
26,Sat Feb 21 2009,Manchester United FC,2-1,Blackburn Rovers FC
26,Sat Feb 21 2009,Bolton Wanderers FC,2-1,West Ham United FC
26,Sat Feb 21 2009,Middlesbrough FC,0-0,Wigan Athletic FC
26,Sun Feb 22 2009,Newcastle United FC,0-0,Everton FC
26,Sun Feb 22 2009,Fulham FC,2-0,West Bromwich Albion FC
26,Sun Feb 22 2009,Liverpool FC,1-1,Manchester City FC
26,Mon Feb 23 2009,Hull City AFC,1-2,Tottenham Hotspur FC
27,Sat Feb 28 2009,Middlesbrough FC,2-0,Liverpool FC
27,Sat Feb 28 2009,Everton FC,2-0,West Bromwich Albion FC
27,Sat Feb 28 2009,Arsenal FC,0-0,Fulham FC
27,Sat Feb 28 2009,Chelsea FC,2-1,Wigan Athletic FC
27,Sun Mar 1 2009,Bolton Wanderers FC,1-0,Newcastle United FC
27,Sun Mar 1 2009,West Ham United FC,1-0,Manchester City FC
27,Sun Mar 1 2009,Hull City AFC,1-2,Blackburn Rovers FC
27,Sun Mar 1 2009,Aston Villa FC,2-2,Stoke City FC
28,Tue Mar 3 2009,Liverpool FC,2-0,Sunderland AFC
28,Tue Mar 3 2009,West Bromwich Albion FC,1-3,Arsenal FC
28,Tue Mar 3 2009,Portsmouth FC,0-1,Chelsea FC
28,Wed Mar 4 2009,Fulham FC,0-1,Hull City AFC
28,Wed Mar 4 2009,Tottenham Hotspur FC,4-0,Middlesbrough FC
28,Wed Mar 4 2009,Blackburn Rovers FC,0-0,Everton FC
28,Wed Mar 4 2009,Wigan Athletic FC,0-1,West Ham United FC
28,Wed Mar 4 2009,Manchester City FC,2-0,Aston Villa FC
28,Wed Mar 4 2009,Newcastle United FC,1-2,Manchester United FC
28,Wed Mar 4 2009,Stoke City FC,2-0,Bolton Wanderers FC
27,Sat Mar 7 2009,Sunderland AFC,1-1,Tottenham Hotspur FC
21,Wed Mar 11 2009,Fulham FC,1-2,Blackburn Rovers FC
29,Sat Mar 14 2009,Arsenal FC,4-0,Blackburn Rovers FC
29,Sat Mar 14 2009,Manchester United FC,1-4,Liverpool FC
29,Sat Mar 14 2009,Sunderland AFC,1-2,Wigan Athletic FC
29,Sat Mar 14 2009,Middlesbrough FC,1-1,Portsmouth FC
29,Sat Mar 14 2009,Bolton Wanderers FC,1-3,Fulham FC
29,Sat Mar 14 2009,Everton FC,3-1,Stoke City FC
29,Sat Mar 14 2009,Hull City AFC,1-1,Newcastle United FC
29,Sun Mar 15 2009,Chelsea FC,1-0,Manchester City FC
29,Sun Mar 15 2009,Aston Villa FC,1-2,Tottenham Hotspur FC
29,Mon Mar 16 2009,West Ham United FC,0-0,West Bromwich Albion FC
30,Sat Mar 21 2009,Tottenham Hotspur FC,1-0,Chelsea FC
30,Sat Mar 21 2009,Portsmouth FC,2-1,Everton FC
30,Sat Mar 21 2009,West Bromwich Albion FC,1-1,Bolton Wanderers FC
30,Sat Mar 21 2009,Stoke City FC,1-0,Middlesbrough FC
30,Sat Mar 21 2009,Newcastle United FC,1-3,Arsenal FC
30,Sat Mar 21 2009,Fulham FC,2-0,Manchester United FC
30,Sat Mar 21 2009,Blackburn Rovers FC,1-1,West Ham United FC
30,Sun Mar 22 2009,Manchester City FC,1-0,Sunderland AFC
30,Sun Mar 22 2009,Wigan Athletic FC,1-0,Hull City AFC
30,Sun Mar 22 2009,Liverpool FC,5-0,Aston Villa FC
31,Sat Apr 4 2009,Fulham FC,0-1,Liverpool FC
31,Sat Apr 4 2009,Blackburn Rovers FC,2-1,Tottenham Hotspur FC
31,Sat Apr 4 2009,West Ham United FC,2-0,Sunderland AFC
31,Sat Apr 4 2009,West Bromwich Albion FC,0-2,Stoke City FC
31,Sat Apr 4 2009,Newcastle United FC,0-2,Chelsea FC
31,Sat Apr 4 2009,Arsenal FC,2-0,Manchester City FC
31,Sat Apr 4 2009,Bolton Wanderers FC,4-1,Middlesbrough FC
31,Sat Apr 4 2009,Hull City AFC,0-0,Portsmouth FC
31,Sun Apr 5 2009,Manchester United FC,3-2,Aston Villa FC
31,Sun Apr 5 2009,Everton FC,4-0,Wigan Athletic FC
32,Sat Apr 11 2009,Wigan Athletic FC,1-4,Arsenal FC
32,Sat Apr 11 2009,Liverpool FC,4-0,Blackburn Rovers FC
32,Sat Apr 11 2009,Stoke City FC,1-1,Newcastle United FC
32,Sat Apr 11 2009,Tottenham Hotspur FC,1-0,West Ham United FC
32,Sat Apr 11 2009,Sunderland AFC,1-2,Manchester United FC
32,Sat Apr 11 2009,Chelsea FC,4-3,Bolton Wanderers FC
32,Sat Apr 11 2009,Middlesbrough FC,3-1,Hull City AFC
32,Sat Apr 11 2009,Portsmouth FC,2-2,West Bromwich Albion FC
32,Sun Apr 12 2009,Manchester City FC,1-3,Fulham FC
32,Sun Apr 12 2009,Aston Villa FC,3-3,Everton FC
33,Sat Apr 18 2009,Middlesbrough FC,0-0,Fulham FC
33,Sat Apr 18 2009,Sunderland AFC,1-0,Hull City AFC
33,Sat Apr 18 2009,Stoke City FC,1-0,Blackburn Rovers FC
33,Sat Apr 18 2009,Aston Villa FC,1-1,West Ham United FC
33,Sat Apr 18 2009,Portsmouth FC,1-0,Bolton Wanderers FC
33,Sun Apr 19 2009,Tottenham Hotspur FC,1-0,Newcastle United FC
33,Sun Apr 19 2009,Manchester City FC,4-2,West Bromwich Albion FC
33,Tue Apr 21 2009,Liverpool FC,4-4,Arsenal FC
27,Wed Apr 22 2009,Manchester United FC,2-0,Portsmouth FC
33,Wed Apr 22 2009,Chelsea FC,0-0,Everton FC
34,Sat Apr 25 2009,West Bromwich Albion FC,3-0,Sunderland AFC
34,Sat Apr 25 2009,West Ham United FC,0-1,Chelsea FC
34,Sat Apr 25 2009,Manchester United FC,5-2,Tottenham Hotspur FC
34,Sat Apr 25 2009,Hull City AFC,1-3,Liverpool FC
34,Sat Apr 25 2009,Fulham FC,1-0,Stoke City FC
34,Sat Apr 25 2009,Bolton Wanderers FC,1-1,Aston Villa FC
34,Sat Apr 25 2009,Everton FC,1-2,Manchester City FC
34,Sun Apr 26 2009,Arsenal FC,2-0,Middlesbrough FC
34,Sun Apr 26 2009,Blackburn Rovers FC,2-0,Wigan Athletic FC
34,Mon Apr 27 2009,Newcastle United FC,0-0,Portsmouth FC
35,Sat May 2 2009,Wigan Athletic FC,0-0,Bolton Wanderers FC
35,Sat May 2 2009,Middlesbrough FC,0-2,Manchester United FC
35,Sat May 2 2009,Chelsea FC,3-1,Fulham FC
35,Sat May 2 2009,Tottenham Hotspur FC,1-0,West Bromwich Albion FC
35,Sat May 2 2009,Stoke City FC,0-1,West Ham United FC
35,Sat May 2 2009,Portsmouth FC,0-3,Arsenal FC
35,Sat May 2 2009,Manchester City FC,3-1,Blackburn Rovers FC
35,Sun May 3 2009,Liverpool FC,3-0,Newcastle United FC
35,Sun May 3 2009,Sunderland AFC,0-2,Everton FC
35,Mon May 4 2009,Aston Villa FC,1-0,Hull City AFC
36,Sat May 9 2009,Hull City AFC,1-2,Stoke City FC
36,Sat May 9 2009,West Bromwich Albion FC,3-1,Wigan Athletic FC
36,Sat May 9 2009,West Ham United FC,0-3,Liverpool FC
36,Sat May 9 2009,Fulham FC,3-1,Aston Villa FC
36,Sat May 9 2009,Everton FC,0-0,Tottenham Hotspur FC
36,Sat May 9 2009,Bolton Wanderers FC,0-0,Sunderland AFC
36,Sat May 9 2009,Blackburn Rovers FC,2-0,Portsmouth FC
36,Sun May 10 2009,Arsenal FC,1-4,Chelsea FC
36,Sun May 10 2009,Manchester United FC,2-0,Manchester City FC
36,Mon May 11 2009,Newcastle United FC,3-1,Middlesbrough FC
33,Wed May 13 2009,Wigan Athletic FC,1-2,Manchester United FC
37,Sat May 16 2009,Manchester United FC,0-0,Arsenal FC
37,Sat May 16 2009,Tottenham Hotspur FC,2-1,Manchester City FC
37,Sat May 16 2009,Stoke City FC,2-0,Wigan Athletic FC
37,Sat May 16 2009,Newcastle United FC,0-1,Fulham FC
37,Sat May 16 2009,Middlesbrough FC,1-1,Aston Villa FC
37,Sat May 16 2009,Bolton Wanderers FC,1-1,Hull City AFC
37,Sat May 16 2009,Everton FC,3-1,West Ham United FC
37,Sun May 17 2009,West Bromwich Albion FC,0-2,Liverpool FC
37,Sun May 17 2009,Chelsea FC,2-0,Blackburn Rovers FC
37,Mon May 18 2009,Portsmouth FC,3-1,Sunderland AFC
38,Sun May 24 2009,Wigan Athletic FC,1-0,Portsmouth FC
38,Sun May 24 2009,West Ham United FC,2-1,Middlesbrough FC
38,Sun May 24 2009,Sunderland AFC,2-3,Chelsea FC
38,Sun May 24 2009,Manchester City FC,1-0,Bolton Wanderers FC
38,Sun May 24 2009,Liverpool FC,3-1,Tottenham Hotspur FC
38,Sun May 24 2009,Hull City AFC,0-1,Manchester United FC
38,Sun May 24 2009,Fulham FC,0-2,Everton FC
38,Sun May 24 2009,Blackburn Rovers FC,0-0,West Bromwich Albion FC
38,Sun May 24 2009,Aston Villa FC,1-0,Newcastle United FC
38,Sun May 24 2009,Arsenal FC,4-1,Stoke City FC
