Round,Date,Team 1,FT,Team 2
33,Tue Mar 2 2021,Northampton Town FC,,Plymouth Argyle FC
33,Tue Mar 2 2021,Oxford United FC,,Peterborough United FC
33,Tue Mar 2 2021,Shrewsbury Town FC,,AFC Wimbledon
33,Tue Mar 2 2021,Sunderland AFC,,Swindon Town FC
33,Tue Mar 2 2021,Wigan Athletic FC,,Charlton Athletic FC
33,Tue Mar 2 2021,Doncaster Rovers FC,,Portsmouth FC
34,Sat Mar 6 2021,Accrington Stanley FC,,Swindon Town FC
34,Sat Mar 6 2021,Blackpool FC,,AFC Wimbledon
34,Sat Mar 6 2021,Burton Albion FC,,Peterborough United FC
34,Sat Mar 6 2021,Doncaster Rovers FC,,Plymouth Argyle FC
34,Sat Mar 6 2021,Gillingham FC,,Ipswich Town FC
34,Sat Mar 6 2021,Hull City AFC,,Bristol Rovers FC
34,Sat Mar 6 2021,Lincoln City FC,,Crewe Alexandra FC
34,Sat Mar 6 2021,Northampton Town FC,,Portsmouth FC
34,Sat Mar 6 2021,Oxford United FC,,Charlton Athletic FC
34,Sat Mar 6 2021,Shrewsbury Town FC,,Fleetwood Town FC
34,Sat Mar 6 2021,Sunderland AFC,,Rochdale AFC
34,Sat Mar 6 2021,Wigan Athletic FC,,Milton Keynes Dons FC
35,Tue Mar 9 2021,AFC Wimbledon,,Burton Albion FC
35,Tue Mar 9 2021,Bristol Rovers FC,,Accrington Stanley FC
35,Tue Mar 9 2021,Charlton Athletic FC,,Northampton Town FC
35,Tue Mar 9 2021,Crewe Alexandra FC,,Doncaster Rovers FC
35,Tue Mar 9 2021,Fleetwood Town FC,,Gillingham FC
35,Tue Mar 9 2021,Ipswich Town FC,,Lincoln City FC
35,Tue Mar 9 2021,Milton Keynes Dons FC,,Blackpool FC
35,Tue Mar 9 2021,Peterborough United FC,,Hull City AFC
35,Tue Mar 9 2021,Plymouth Argyle FC,,Wigan Athletic FC
35,Tue Mar 9 2021,Portsmouth FC,,Sunderland AFC
35,Tue Mar 9 2021,Rochdale AFC,,Shrewsbury Town FC
35,Tue Mar 9 2021,Swindon Town FC,,Oxford United FC
36,Sat Mar 13 2021,Blackpool FC,,Fleetwood Town FC
36,Sat Mar 13 2021,Bristol Rovers FC,,AFC Wimbledon
36,Sat Mar 13 2021,Charlton Athletic FC,,Shrewsbury Town FC
36,Sat Mar 13 2021,Crewe Alexandra FC,,Burton Albion FC
36,Sat Mar 13 2021,Doncaster Rovers FC,,Northampton Town FC
36,Sat Mar 13 2021,Hull City AFC,,Oxford United FC
36,Sat Mar 13 2021,Ipswich Town FC,,Plymouth Argyle FC
36,Sat Mar 13 2021,Lincoln City FC,,Rochdale AFC
36,Sat Mar 13 2021,Milton Keynes Dons FC,,Accrington Stanley FC
36,Sat Mar 13 2021,Peterborough United FC,,Portsmouth FC
36,Sat Mar 13 2021,Swindon Town FC,,Gillingham FC
36,Sat Mar 13 2021,Wigan Athletic FC,,Sunderland AFC
37,Sat Mar 20 2021,Accrington Stanley FC,,Wigan Athletic FC
37,Sat Mar 20 2021,AFC Wimbledon,,Charlton Athletic FC
37,Sat Mar 20 2021,Burton Albion FC,,Milton Keynes Dons FC
37,Sat Mar 20 2021,Fleetwood Town FC,,Swindon Town FC
37,Sat Mar 20 2021,Gillingham FC,,Doncaster Rovers FC
37,Sat Mar 20 2021,Northampton Town FC,,Crewe Alexandra FC
37,Sat Mar 20 2021,Oxford United FC,,Blackpool FC
37,Sat Mar 20 2021,Plymouth Argyle FC,,Bristol Rovers FC
37,Sat Mar 20 2021,Portsmouth FC,,Ipswich Town FC
37,Sat Mar 20 2021,Rochdale AFC,,Peterborough United FC
37,Sat Mar 20 2021,Shrewsbury Town FC,,Hull City AFC
37,Sat Mar 20 2021,Sunderland AFC,,Lincoln City FC
38,Sat Mar 27 2021,AFC Wimbledon,,Northampton Town FC
38,Sat Mar 27 2021,Blackpool FC,,Plymouth Argyle FC
38,Sat Mar 27 2021,Bristol Rovers FC,,Sunderland AFC
38,Sat Mar 27 2021,Burton Albion FC,,Fleetwood Town FC
38,Sat Mar 27 2021,Charlton Athletic FC,,Crewe Alexandra FC
38,Sat Mar 27 2021,Hull City AFC,,Gillingham FC
38,Sat Mar 27 2021,Milton Keynes Dons FC,,Doncaster Rovers FC
38,Sat Mar 27 2021,Oxford United FC,,Lincoln City FC
38,Sat Mar 27 2021,Peterborough United FC,,Accrington Stanley FC
38,Sat Mar 27 2021,Rochdale AFC,,Swindon Town FC
38,Sat Mar 27 2021,Shrewsbury Town FC,,Portsmouth FC
38,Sat Mar 27 2021,Wigan Athletic FC,,Ipswich Town FC
39,Fri Apr 2 2021,Accrington Stanley FC,,Burton Albion FC
39,Fri Apr 2 2021,Crewe Alexandra FC,,Hull City AFC
39,Fri Apr 2 2021,Doncaster Rovers FC,,Charlton Athletic FC
39,Fri Apr 2 2021,Fleetwood Town FC,,Peterborough United FC
39,Fri Apr 2 2021,Gillingham FC,,Wigan Athletic FC
39,Fri Apr 2 2021,Ipswich Town FC,,Bristol Rovers FC
39,Fri Apr 2 2021,Lincoln City FC,,Milton Keynes Dons FC
39,Fri Apr 2 2021,Northampton Town FC,,Shrewsbury Town FC
39,Fri Apr 2 2021,Plymouth Argyle FC,,AFC Wimbledon
39,Fri Apr 2 2021,Portsmouth FC,,Rochdale AFC
39,Fri Apr 2 2021,Sunderland AFC,,Oxford United FC
39,Fri Apr 2 2021,Swindon Town FC,,Blackpool FC
40,Mon Apr 5 2021,AFC Wimbledon,,Fleetwood Town FC
40,Mon Apr 5 2021,Blackpool FC,,Gillingham FC
40,Mon Apr 5 2021,Bristol Rovers FC,,Doncaster Rovers FC
40,Mon Apr 5 2021,Burton Albion FC,,Swindon Town FC
40,Mon Apr 5 2021,Charlton Athletic FC,,Lincoln City FC
40,Mon Apr 5 2021,Hull City AFC,,Northampton Town FC
40,Mon Apr 5 2021,Milton Keynes Dons FC,,Crewe Alexandra FC
40,Mon Apr 5 2021,Oxford United FC,,Accrington Stanley FC
40,Mon Apr 5 2021,Peterborough United FC,,Sunderland AFC
40,Mon Apr 5 2021,Rochdale AFC,,Ipswich Town FC
40,Mon Apr 5 2021,Shrewsbury Town FC,,Plymouth Argyle FC
40,Mon Apr 5 2021,Wigan Athletic FC,,Portsmouth FC
41,Sat Apr 10 2021,Accrington Stanley FC,,AFC Wimbledon
41,Sat Apr 10 2021,Crewe Alexandra FC,,Oxford United FC
41,Sat Apr 10 2021,Doncaster Rovers FC,,Wigan Athletic FC
41,Sat Apr 10 2021,Fleetwood Town FC,,Rochdale AFC
41,Sat Apr 10 2021,Gillingham FC,,Shrewsbury Town FC
41,Sat Apr 10 2021,Ipswich Town FC,,Milton Keynes Dons FC
41,Sat Apr 10 2021,Lincoln City FC,,Blackpool FC
41,Sat Apr 10 2021,Northampton Town FC,,Bristol Rovers FC
41,Sat Apr 10 2021,Plymouth Argyle FC,,Hull City AFC
41,Sat Apr 10 2021,Portsmouth FC,,Burton Albion FC
41,Sat Apr 10 2021,Sunderland AFC,,Charlton Athletic FC
41,Sat Apr 10 2021,Swindon Town FC,,Peterborough United FC
42,Sat Apr 17 2021,AFC Wimbledon,,Swindon Town FC
42,Sat Apr 17 2021,Blackpool FC,,Sunderland AFC
42,Sat Apr 17 2021,Bristol Rovers FC,,Lincoln City FC
42,Sat Apr 17 2021,Burton Albion FC,,Plymouth Argyle FC
42,Sat Apr 17 2021,Charlton Athletic FC,,Ipswich Town FC
42,Sat Apr 17 2021,Hull City AFC,,Fleetwood Town FC
42,Sat Apr 17 2021,Milton Keynes Dons FC,,Portsmouth FC
42,Sat Apr 17 2021,Oxford United FC,,Gillingham FC
42,Sat Apr 17 2021,Peterborough United FC,,Northampton Town FC
42,Sat Apr 17 2021,Rochdale AFC,,Accrington Stanley FC
42,Sat Apr 17 2021,Shrewsbury Town FC,,Doncaster Rovers FC
42,Sat Apr 17 2021,Wigan Athletic FC,,Crewe Alexandra FC
43,Tue Apr 20 2021,Accrington Stanley FC,,Doncaster Rovers FC
43,Tue Apr 20 2021,AFC Wimbledon,,Oxford United FC
43,Tue Apr 20 2021,Bristol Rovers FC,,Milton Keynes Dons FC
43,Tue Apr 20 2021,Burton Albion FC,,Lincoln City FC
43,Tue Apr 20 2021,Fleetwood Town FC,,Crewe Alexandra FC
43,Tue Apr 20 2021,Hull City AFC,,Sunderland AFC
43,Tue Apr 20 2021,Northampton Town FC,,Ipswich Town FC
43,Tue Apr 20 2021,Peterborough United FC,,Gillingham FC
43,Tue Apr 20 2021,Plymouth Argyle FC,,Charlton Athletic FC
43,Tue Apr 20 2021,Rochdale AFC,,Blackpool FC
43,Tue Apr 20 2021,Shrewsbury Town FC,,Wigan Athletic FC
43,Tue Apr 20 2021,Swindon Town FC,,Portsmouth FC
44,Sat Apr 24 2021,Blackpool FC,,Shrewsbury Town FC
44,Sat Apr 24 2021,Charlton Athletic FC,,Peterborough United FC
44,Sat Apr 24 2021,Crewe Alexandra FC,,Rochdale AFC
44,Sat Apr 24 2021,Doncaster Rovers FC,,Fleetwood Town FC
44,Sat Apr 24 2021,Gillingham FC,,Northampton Town FC
44,Sat Apr 24 2021,Ipswich Town FC,,AFC Wimbledon
44,Sat Apr 24 2021,Lincoln City FC,,Hull City AFC
44,Sat Apr 24 2021,Milton Keynes Dons FC,,Swindon Town FC
44,Sat Apr 24 2021,Oxford United FC,,Plymouth Argyle FC
44,Sat Apr 24 2021,Portsmouth FC,,Bristol Rovers FC
44,Sat Apr 24 2021,Sunderland AFC,,Accrington Stanley FC
44,Sat Apr 24 2021,Wigan Athletic FC,,Burton Albion FC
45,Sat May 1 2021,Accrington Stanley FC,,Charlton Athletic FC
45,Sat May 1 2021,AFC Wimbledon,,Portsmouth FC
45,Sat May 1 2021,Bristol Rovers FC,,Crewe Alexandra FC
45,Sat May 1 2021,Burton Albion FC,,Gillingham FC
45,Sat May 1 2021,Fleetwood Town FC,,Milton Keynes Dons FC
45,Sat May 1 2021,Hull City AFC,,Wigan Athletic FC
45,Sat May 1 2021,Northampton Town FC,,Blackpool FC
45,Sat May 1 2021,Peterborough United FC,,Lincoln City FC
45,Sat May 1 2021,Plymouth Argyle FC,,Sunderland AFC
45,Sat May 1 2021,Rochdale AFC,,Doncaster Rovers FC
45,Sat May 1 2021,Shrewsbury Town FC,,Oxford United FC
45,Sat May 1 2021,Swindon Town FC,,Ipswich Town FC
46,Sat May 8 2021,Blackpool FC,,Bristol Rovers FC
46,Sat May 8 2021,Charlton Athletic FC,,Hull City AFC
46,Sat May 8 2021,Crewe Alexandra FC,,Shrewsbury Town FC
46,Sat May 8 2021,Doncaster Rovers FC,,Peterborough United FC
46,Sat May 8 2021,Gillingham FC,,Plymouth Argyle FC
46,Sat May 8 2021,Ipswich Town FC,,Fleetwood Town FC
46,Sat May 8 2021,Lincoln City FC,,AFC Wimbledon
46,Sat May 8 2021,Milton Keynes Dons FC,,Rochdale AFC
46,Sat May 8 2021,Oxford United FC,,Burton Albion FC
46,Sat May 8 2021,Portsmouth FC,,Accrington Stanley FC
46,Sat May 8 2021,Sunderland AFC,,Northampton Town FC
46,Sat May 8 2021,Wigan Athletic FC,,Swindon Town FC
