Round,Date,Team 1,FT,Team 2
14,Sat Oct 19 2019,Doncaster Rovers FC,2-0,Bristol Rovers FC
14,Sat Oct 19 2019,Milton Keynes Dons FC,0-0,Coventry City FC
14,Sat Oct 19 2019,Bolton Wanderers FC,1-3,Rochdale AFC
14,Sat Oct 19 2019,Rotherham United FC,1-2,Oxford United FC
14,Sat Oct 19 2019,AFC Wimbledon,1-0,Portsmouth FC
14,Sat Oct 19 2019,Wycombe Wanderers FC,1-0,Sunderland AFC
14,Sun Oct 20 2019,Accrington Stanley FC,2-0,Ipswich Town FC
15,Tue Oct 22 2019,Shrewsbury Town FC,1-1,Gillingham FC
15,Tue Oct 22 2019,Blackpool FC,1-1,Wycombe Wanderers FC
15,Tue Oct 22 2019,Sunderland AFC,5-0,Tranmere Rovers FC
15,Tue Oct 22 2019,Southend United FC,1-7,Doncaster Rovers FC
15,Tue Oct 22 2019,Burton Albion FC,1-0,AFC Wimbledon
15,Tue Oct 22 2019,Rochdale AFC,2-0,Milton Keynes Dons FC
15,Tue Oct 22 2019,Portsmouth FC,1-0,Lincoln City FC
15,Tue Oct 22 2019,Bristol Rovers FC,0-2,Bolton Wanderers FC
15,Wed Oct 23 2019,Ipswich Town FC,0-2,Rotherham United FC
15,Wed Oct 23 2019,Peterborough United FC,4-0,Accrington Stanley FC
15,Wed Oct 23 2019,Coventry City FC,2-1,Fleetwood Town FC
16,Sat Oct 26 2019,Shrewsbury Town FC,1-0,Sunderland AFC
16,Sat Oct 26 2019,Southend United FC,1-3,Ipswich Town FC
16,Sat Oct 26 2019,Accrington Stanley FC,0-1,Gillingham FC
16,Sat Oct 26 2019,Rotherham United FC,0-1,Wycombe Wanderers FC
16,Sat Oct 26 2019,Peterborough United FC,2-2,Coventry City FC
16,Sat Oct 26 2019,Oxford United FC,3-0,Rochdale AFC
16,Sat Oct 26 2019,Fleetwood Town FC,1-0,Milton Keynes Dons FC
16,Sat Oct 26 2019,Burton Albion FC,0-0,Blackpool FC
16,Sat Oct 26 2019,Bristol Rovers FC,2-2,Portsmouth FC
17,Sat Nov 2 2019,Blackpool FC,4-3,Peterborough United FC
17,Sat Nov 2 2019,Milton Keynes Dons FC,1-3,Tranmere Rovers FC
17,Sat Nov 2 2019,Portsmouth FC,1-1,Oxford United FC
17,Sat Nov 2 2019,Sunderland AFC,1-0,Southend United FC
17,Sat Nov 2 2019,Wycombe Wanderers FC,1-0,Shrewsbury Town FC
17,Sat Nov 2 2019,Rochdale AFC,1-2,Bristol Rovers FC
17,Sat Nov 2 2019,Coventry City FC,0-0,Accrington Stanley FC
17,Sat Nov 2 2019,Doncaster Rovers FC,2-2,Burton Albion FC
17,Sat Nov 2 2019,AFC Wimbledon,1-1,Lincoln City FC
17,Sat Nov 2 2019,Bolton Wanderers FC,2-1,Fleetwood Town FC
17,Sat Nov 2 2019,Gillingham FC,0-3,Rotherham United FC
7,Tue Nov 5 2019,Shrewsbury Town FC,1-0,Peterborough United FC
7,Tue Nov 5 2019,Portsmouth FC,4-1,Southend United FC
7,Tue Nov 5 2019,Rochdale AFC,0-1,Ipswich Town FC
18,Sat Nov 16 2019,Coventry City FC,2-1,Rochdale AFC
18,Sat Nov 16 2019,Rotherham United FC,1-0,Accrington Stanley FC
18,Sat Nov 16 2019,Blackpool FC,2-0,AFC Wimbledon
18,Sat Nov 16 2019,Gillingham FC,1-0,Lincoln City FC
18,Sat Nov 16 2019,Bolton Wanderers FC,1-0,Milton Keynes Dons FC
18,Sun Nov 17 2019,Tranmere Rovers FC,0-2,Wycombe Wanderers FC
19,Sat Nov 23 2019,Ipswich Town FC,2-2,Blackpool FC
19,Sat Nov 23 2019,Wycombe Wanderers FC,1-0,Doncaster Rovers FC
19,Sat Nov 23 2019,Southend United FC,0-4,Oxford United FC
19,Sat Nov 23 2019,Sunderland AFC,1-1,Coventry City FC
19,Sat Nov 23 2019,Milton Keynes Dons FC,2-3,Rotherham United FC
19,Sat Nov 23 2019,Shrewsbury Town FC,3-4,Bristol Rovers FC
19,Sat Nov 23 2019,Rochdale AFC,0-3,Portsmouth FC
19,Sat Nov 23 2019,Peterborough United FC,1-0,Burton Albion FC
19,Sat Nov 23 2019,AFC Wimbledon,1-0,Gillingham FC
19,Sat Nov 23 2019,Accrington Stanley FC,7-1,Bolton Wanderers FC
19,Sat Nov 23 2019,Fleetwood Town FC,2-1,Tranmere Rovers FC
5,Tue Nov 26 2019,Portsmouth FC,3-2,Rotherham United FC
7,Tue Nov 26 2019,Sunderland AFC,1-2,Burton Albion FC
13,Tue Nov 26 2019,Ipswich Town FC,0-0,Wycombe Wanderers FC
18,Tue Dec 3 2019,Burton Albion FC,1-1,Southend United FC
20,Sat Dec 7 2019,Gillingham FC,1-0,Sunderland AFC
20,Sat Dec 7 2019,Portsmouth FC,2-2,Peterborough United FC
20,Sat Dec 7 2019,Oxford United FC,0-0,Shrewsbury Town FC
20,Sat Dec 7 2019,Doncaster Rovers FC,1-1,Milton Keynes Dons FC
20,Sat Dec 7 2019,Blackpool FC,3-1,Fleetwood Town FC
20,Sat Dec 7 2019,Coventry City FC,1-1,Ipswich Town FC
20,Sat Dec 7 2019,Rotherham United FC,0-1,Rochdale AFC
20,Sat Dec 7 2019,Burton Albion FC,0-2,Lincoln City FC
20,Sat Dec 7 2019,Bolton Wanderers FC,2-2,AFC Wimbledon
20,Sat Dec 7 2019,Bristol Rovers FC,4-2,Southend United FC
20,Sat Dec 7 2019,Tranmere Rovers FC,1-1,Accrington Stanley FC
21,Sat Dec 14 2019,Milton Keynes Dons FC,1-0,Oxford United FC
21,Sat Dec 14 2019,Fleetwood Town FC,1-1,Gillingham FC
21,Sat Dec 14 2019,Ipswich Town FC,1-2,Bristol Rovers FC
21,Sat Dec 14 2019,AFC Wimbledon,2-1,Doncaster Rovers FC
21,Sat Dec 14 2019,Peterborough United FC,1-0,Bolton Wanderers FC
21,Sat Dec 14 2019,Shrewsbury Town FC,2-1,Coventry City FC
21,Sat Dec 14 2019,Southend United FC,2-2,Rotherham United FC
21,Sat Dec 14 2019,Sunderland AFC,1-1,Blackpool FC
21,Sat Dec 14 2019,Wycombe Wanderers FC,2-0,Burton Albion FC
21,Sat Dec 14 2019,Accrington Stanley FC,4-1,Portsmouth FC
21,Sat Dec 14 2019,Lincoln City FC,1-0,Tranmere Rovers FC
22,Sat Dec 21 2019,Bolton Wanderers FC,3-2,Southend United FC
22,Sat Dec 21 2019,Tranmere Rovers FC,1-0,AFC Wimbledon
22,Sat Dec 21 2019,Rotherham United FC,2-2,Fleetwood Town FC
22,Sat Dec 21 2019,Blackpool FC,0-1,Shrewsbury Town FC
22,Sat Dec 21 2019,Oxford United FC,1-0,Wycombe Wanderers FC
22,Sat Dec 21 2019,Doncaster Rovers FC,1-1,Accrington Stanley FC
22,Sat Dec 21 2019,Coventry City FC,1-0,Lincoln City FC
22,Sat Dec 21 2019,Burton Albion FC,3-1,Rochdale AFC
22,Sat Dec 21 2019,Bristol Rovers FC,0-0,Peterborough United FC
22,Sat Dec 21 2019,Gillingham FC,3-1,Milton Keynes Dons FC
22,Sat Dec 21 2019,Portsmouth FC,1-0,Ipswich Town FC
23,Thu Dec 26 2019,Ipswich Town FC,0-0,Gillingham FC
23,Thu Dec 26 2019,Sunderland AFC,0-0,Bolton Wanderers FC
23,Thu Dec 26 2019,Southend United FC,2-2,Milton Keynes Dons FC
23,Thu Dec 26 2019,Shrewsbury Town FC,1-2,Rotherham United FC
23,Thu Dec 26 2019,Rochdale AFC,2-3,Fleetwood Town FC
23,Thu Dec 26 2019,Portsmouth FC,2-0,Wycombe Wanderers FC
23,Thu Dec 26 2019,Burton Albion FC,4-2,Tranmere Rovers FC
23,Thu Dec 26 2019,Peterborough United FC,0-3,Doncaster Rovers FC
23,Thu Dec 26 2019,Oxford United FC,1-0,Lincoln City FC
23,Thu Dec 26 2019,Blackpool FC,0-1,Accrington Stanley FC
23,Thu Dec 26 2019,Bristol Rovers FC,1-2,AFC Wimbledon
24,Sun Dec 29 2019,Accrington Stanley FC,2-0,Burton Albion FC
24,Sun Dec 29 2019,Wycombe Wanderers FC,1-4,Coventry City FC
24,Sun Dec 29 2019,Tranmere Rovers FC,1-1,Blackpool FC
24,Sun Dec 29 2019,Rotherham United FC,4-0,Peterborough United FC
24,Sun Dec 29 2019,Milton Keynes Dons FC,3-1,Portsmouth FC
24,Sun Dec 29 2019,Lincoln City FC,5-3,Ipswich Town FC
24,Sun Dec 29 2019,Bolton Wanderers FC,1-1,Shrewsbury Town FC
24,Sun Dec 29 2019,Fleetwood Town FC,0-0,Bristol Rovers FC
24,Sun Dec 29 2019,Doncaster Rovers FC,1-2,Sunderland AFC
24,Sun Dec 29 2019,Gillingham FC,1-0,Rochdale AFC
24,Sun Dec 29 2019,AFC Wimbledon,1-2,Oxford United FC
25,Wed Jan 1 2020,Tranmere Rovers FC,1-4,Coventry City FC
25,Wed Jan 1 2020,Doncaster Rovers FC,1-0,Oxford United FC
25,Wed Jan 1 2020,Wycombe Wanderers FC,1-1,Ipswich Town FC
25,Wed Jan 1 2020,Bolton Wanderers FC,3-4,Burton Albion FC
25,Wed Jan 1 2020,Rotherham United FC,2-1,Blackpool FC
25,Wed Jan 1 2020,Milton Keynes Dons FC,3-0,Bristol Rovers FC
25,Wed Jan 1 2020,Accrington Stanley FC,1-2,Rochdale AFC
25,Wed Jan 1 2020,Gillingham FC,1-1,Portsmouth FC
25,Wed Jan 1 2020,Fleetwood Town FC,1-1,Sunderland AFC
25,Wed Jan 1 2020,AFC Wimbledon,1-1,Southend United FC
25,Wed Jan 1 2020,Lincoln City FC,2-1,Peterborough United FC
26,Sat Jan 4 2020,Sunderland AFC,3-1,Lincoln City FC
18,Tue Jan 7 2020,Doncaster Rovers FC,2-0,Shrewsbury Town FC
27,Sat Jan 11 2020,Ipswich Town FC,4-1,Accrington Stanley FC
27,Sat Jan 11 2020,Southend United FC,0-0,Tranmere Rovers FC
27,Sat Jan 11 2020,Sunderland AFC,4-0,Wycombe Wanderers FC
27,Sat Jan 11 2020,Oxford United FC,1-3,Rotherham United FC
27,Sat Jan 11 2020,Coventry City FC,1-1,Milton Keynes Dons FC
27,Sat Jan 11 2020,Peterborough United FC,0-0,Gillingham FC
27,Sat Jan 11 2020,Burton Albion FC,1-0,Fleetwood Town FC
27,Sat Jan 11 2020,Bristol Rovers FC,0-2,Doncaster Rovers FC
27,Sat Jan 11 2020,Rochdale AFC,2-0,Bolton Wanderers FC
27,Sat Jan 11 2020,Portsmouth FC,2-1,AFC Wimbledon
27,Sat Jan 11 2020,Shrewsbury Town FC,1-1,Lincoln City FC
16,Tue Jan 14 2020,Lincoln City FC,5-1,Bolton Wanderers FC
18,Tue Jan 14 2020,Oxford United FC,0-0,Ipswich Town FC
26,Tue Jan 14 2020,Burton Albion FC,1-0,Milton Keynes Dons FC
28,Sat Jan 18 2020,Milton Keynes Dons FC,0-1,Sunderland AFC
28,Sat Jan 18 2020,Lincoln City FC,1-0,Blackpool FC
28,Sat Jan 18 2020,Gillingham FC,1-1,Oxford United FC
28,Sat Jan 18 2020,Fleetwood Town FC,2-2,Shrewsbury Town FC
28,Sat Jan 18 2020,Accrington Stanley FC,1-2,Southend United FC
28,Sat Jan 18 2020,Rotherham United FC,3-0,Bristol Rovers FC
28,Sat Jan 18 2020,Bolton Wanderers FC,0-1,Portsmouth FC
28,Sat Jan 18 2020,AFC Wimbledon,1-0,Peterborough United FC
28,Sat Jan 18 2020,Wycombe Wanderers FC,2-1,Rochdale AFC
28,Sat Jan 18 2020,Tranmere Rovers FC,1-2,Ipswich Town FC
28,Sat Jan 18 2020,Doncaster Rovers FC,0-1,Coventry City FC
26,Tue Jan 21 2020,Peterborough United FC,4-0,Wycombe Wanderers FC
29,Fri Jan 24 2020,Sunderland AFC,0-0,Doncaster Rovers FC
29,Sat Jan 25 2020,Bristol Rovers FC,0-0,Fleetwood Town FC
29,Sat Jan 25 2020,Burton Albion FC,1-1,Accrington Stanley FC
29,Sat Jan 25 2020,Peterborough United FC,2-1,Rotherham United FC
29,Sat Jan 25 2020,Rochdale AFC,2-2,Gillingham FC
29,Sat Jan 25 2020,Ipswich Town FC,1-0,Lincoln City FC
30,Tue Jan 28 2020,Rotherham United FC,1-0,Ipswich Town FC
30,Tue Jan 28 2020,Accrington Stanley FC,0-2,Peterborough United FC
30,Tue Jan 28 2020,Wycombe Wanderers FC,2-1,Blackpool FC
30,Tue Jan 28 2020,AFC Wimbledon,2-2,Burton Albion FC
30,Tue Jan 28 2020,Doncaster Rovers FC,3-1,Southend United FC
30,Tue Jan 28 2020,Bolton Wanderers FC,1-1,Bristol Rovers FC
30,Tue Jan 28 2020,Lincoln City FC,0-2,Portsmouth FC
30,Tue Jan 28 2020,Fleetwood Town FC,0-0,Coventry City FC
30,Tue Jan 28 2020,Milton Keynes Dons FC,2-1,Rochdale AFC
30,Wed Jan 29 2020,Tranmere Rovers FC,0-1,Sunderland AFC
30,Wed Jan 29 2020,Gillingham FC,2-0,Shrewsbury Town FC
31,Sat Feb 1 2020,Milton Keynes Dons FC,2-0,Wycombe Wanderers FC
31,Sat Feb 1 2020,Rotherham United FC,3-2,Burton Albion FC
31,Sat Feb 1 2020,Southend United FC,2-1,Lincoln City FC
31,Sat Feb 1 2020,Oxford United FC,2-1,Blackpool FC
31,Sat Feb 1 2020,Portsmouth FC,2-0,Sunderland AFC
31,Sat Feb 1 2020,Ipswich Town FC,1-4,Peterborough United FC
31,Sat Feb 1 2020,Fleetwood Town FC,2-1,Doncaster Rovers FC
31,Sat Feb 1 2020,Bolton Wanderers FC,2-0,Tranmere Rovers FC
31,Sat Feb 1 2020,Accrington Stanley FC,2-1,AFC Wimbledon
31,Sat Feb 1 2020,Rochdale AFC,1-0,Shrewsbury Town FC
31,Sat Feb 1 2020,Bristol Rovers FC,1-2,Coventry City FC
16,Tue Feb 4 2020,Tranmere Rovers FC,0-3,Doncaster Rovers FC
32,Fri Feb 7 2020,Lincoln City FC,0-1,Rotherham United FC
32,Sat Feb 8 2020,Peterborough United FC,4-0,Oxford United FC
32,Sat Feb 8 2020,Sunderland AFC,1-0,Ipswich Town FC
32,Sat Feb 8 2020,Shrewsbury Town FC,1-1,Milton Keynes Dons FC
32,Sat Feb 8 2020,Tranmere Rovers FC,0-2,Portsmouth FC
32,Sat Feb 8 2020,Wycombe Wanderers FC,3-1,Bristol Rovers FC
32,Sat Feb 8 2020,Coventry City FC,2-1,Bolton Wanderers FC
32,Sat Feb 8 2020,Burton Albion FC,0-0,Gillingham FC
32,Sat Feb 8 2020,Blackpool FC,2-1,Southend United FC
32,Sat Feb 8 2020,AFC Wimbledon,1-2,Fleetwood Town FC
32,Sat Feb 8 2020,Doncaster Rovers FC,1-1,Rochdale AFC
33,Tue Feb 11 2020,Peterborough United FC,4-0,Southend United FC
33,Tue Feb 11 2020,Doncaster Rovers FC,2-1,Bolton Wanderers FC
33,Tue Feb 11 2020,Coventry City FC,1-0,Portsmouth FC
33,Tue Feb 11 2020,Burton Albion FC,2-2,Oxford United FC
33,Tue Feb 11 2020,Wycombe Wanderers FC,0-1,Fleetwood Town FC
33,Tue Feb 11 2020,AFC Wimbledon,0-0,Ipswich Town FC
33,Tue Feb 11 2020,Shrewsbury Town FC,0-2,Accrington Stanley FC
33,Tue Feb 11 2020,Sunderland AFC,3-0,Rochdale AFC
33,Tue Feb 11 2020,Lincoln City FC,1-1,Milton Keynes Dons FC
33,Tue Feb 11 2020,Tranmere Rovers FC,0-0,Bristol Rovers FC
33,Tue Feb 11 2020,Blackpool FC,2-3,Gillingham FC
34,Sat Feb 15 2020,Accrington Stanley FC,4-3,Lincoln City FC
34,Sat Feb 15 2020,Bolton Wanderers FC,0-2,Wycombe Wanderers FC
34,Sat Feb 15 2020,Oxford United FC,0-1,Sunderland AFC
34,Sat Feb 15 2020,Bristol Rovers FC,2-1,Blackpool FC
34,Sat Feb 15 2020,Fleetwood Town FC,2-1,Peterborough United FC
34,Sat Feb 15 2020,Gillingham FC,2-1,Doncaster Rovers FC
34,Sat Feb 15 2020,Portsmouth FC,2-0,Shrewsbury Town FC
34,Sat Feb 15 2020,Southend United FC,0-2,Coventry City FC
34,Sat Feb 15 2020,Rotherham United FC,2-2,AFC Wimbledon
34,Sat Feb 15 2020,Ipswich Town FC,4-1,Burton Albion FC
26,Tue Feb 18 2020,Southend United FC,0-1,Gillingham FC
29,Tue Feb 18 2020,Oxford United FC,5-0,AFC Wimbledon
35,Sat Feb 22 2020,Shrewsbury Town FC,1-0,Doncaster Rovers FC
35,Sat Feb 22 2020,Ipswich Town FC,0-1,Oxford United FC
35,Sat Feb 22 2020,Sunderland AFC,3-0,Bristol Rovers FC
35,Sat Feb 22 2020,Southend United FC,2-3,Burton Albion FC
35,Sat Feb 22 2020,Rochdale AFC,1-2,Coventry City FC
35,Sat Feb 22 2020,Milton Keynes Dons FC,1-0,Bolton Wanderers FC
35,Sat Feb 22 2020,Wycombe Wanderers FC,3-1,Tranmere Rovers FC
35,Sat Feb 22 2020,Fleetwood Town FC,1-0,Portsmouth FC
35,Sat Feb 22 2020,Accrington Stanley FC,1-2,Rotherham United FC
35,Sat Feb 22 2020,AFC Wimbledon,0-0,Blackpool FC
35,Sat Feb 22 2020,Lincoln City FC,0-0,Gillingham FC
